"","gene_id","gene_symbol","fold_change","fdr_pvalue"
"3340","5174","PDZK1",0.106974738273227,0.353577054700539
"3341","10234","LRRC17",-0.080498773167875,0.550620138067827
"3342","1675","CFD",0.82871899401467,0.1467895948201
"3343","26137","ZBTB20",-0.794418334690796,0.0323194857610739
"3344","5348","FXYD1",0.116853234668064,0.482095882856657
"3345","4193","MDM2",0.140757548341968,0.556364536265681
"3346","7125","TNNC2",0.0850381688207547,0.617392368238182
"3347","286","ANK1",-0.443526277883675,0.250682567503546
"3348","1111","CHEK1",0.092139783406771,0.443586179876799
"3349","4361","MRE11",-0.0897196650675554,0.740278361326046
"3350","4088","SMAD3",-0.105475544082941,0.728176830519991
"3351","9201","DCLK1",-0.0475663700062556,0.615798825368169
"3352","7454","WAS",0.286414795708541,0.306340368463688
"3353","8540","AGPS",0.236008274498212,0.262577871773489
"3354","7850","IL1R2",0.407190835989537,0.338625675899131
"3355","3290","HSD11B1",0.0775145360204519,0.484189822508389
"3356","9037","SEMA5A",0.151388191222075,0.478681341005971
"3357","53340","SPA17",0.0275223270821372,0.808787130832028
"3358","8434","RECK",-0.449824103327638,0.0695107448959359
"3359","8028","MLLT10",-0.23926134477001,0.425673590398824
"3360","2355","FOSL2",0.458787803400292,0.180627460598635
"3361","493","ATP2B4",-0.294211620860743,0.0788496262581832
"3362","6789","STK4",0.0592810459564799,0.839625505437722
"3363","38","ACAT1",-0.1374542960695,0.7583867247758
"3364","744","MPPED2",-0.178543840020179,0.237245419603136
"3365","9912","ARHGAP44",0.261127176836555,0.123044959235264
"3366","4287","ATXN3",-0.282293255653919,0.296589244060397
"3367","1605","DAG1",0.14462128557714,0.35046602098743
"3368","2242","FES",0.459254849248021,0.150222453091747
"3369","1880","GPR183",-0.857178996440636,0.132674722388373
"3370","5191","PEX7",0.154773255504328,0.31505735831509
"3371","6581","SLC22A3",0.0328431219728977,0.746452816747821
"3372","9358","ITGBL1",-0.16803214186527,0.237236916755461
"3373","162","AP1B1",0.160703749664725,0.342799565651096
"3374","9755","TBKBP1",0.263663084865154,0.2368677221712
"3375","3092","HIP1",0.528592729277585,0.296535293372923
"3376","6940","ZNF354A",-0.357188643473059,0.103437240499847
"3377","794","CALB2",0.133218434395125,0.455625502499548
"3378","51678","MPP6",-0.0414360183132603,0.891609216651529
"3379","653","BMP5",0.135746856391105,0.333383158294518
"3380","5016","OVGP1",-0.0074192839038032,0.962811654265693
"3381","590","BCHE",-0.00740245410390994,0.955243918321244
"3382","22848","AAK1",-0.998677078635234,0.0471270868883879
"3383","3014","H2AFX",-0.0695681711081395,0.782329439196897
"3384","10520","ZNF211",-0.465134523631699,0.0345674245242308
"3385","4886","NPY1R",0.0365920325822073,0.786981917233936
"3386","79629","OCEL1",0.0733935660209593,0.643651972046846
"3387","9848","MFAP3L",-0.183945421001892,0.7005902508921
"3388","6617","SNAPC1",0.15247342798567,0.663616374149388
"3389","487","ATP2A1",0.192413737540636,0.386456538242969
"3390","5617","PRL",-0.00277316337796396,0.990826207561485
"3391","1386","ATF2",-0.215461503757441,0.567869942830039
"3392","7786","MAP3K12",-0.113225961544842,0.35676185992413
"3393","29901","SAC3D1",0.0837698946196257,0.78613877107542
"3394","5255","PHKA1",0.281429167641107,0.030439341899429
"3395","4303","FOXO4",-0.0667790401863346,0.798282624860251
"3396","9488","PIGB",0.0556791597134509,0.830890707952238
"3397","3212","HOXB2",-0.523380867170248,0.159708759359572
"3398","3208","HPCA",0.122711688425827,0.598575213782773
"3399","4486","MST1R",0.177867181277872,0.166639896726212
"3400","916","CD3E",-0.626137369166742,0.0432558197754115
"3401","64771","C6orf106",0.164183412041779,0.410097607048761
"3402","4157","MC1R",-0.00335331532449867,0.98956537508248
"3403","4862","NPAS2",-0.128362302796141,0.26056453313027
"3404","11021","RAB35",0.208798419612609,0.688838415175568
"3405","3241","HPCAL1",0.0197158875297436,0.960473198536694
"3406","5154","PDGFA",0.401011865580958,0.274139226256879
"3407","6338","SCNN1B",0.218646173269641,0.147756761580549
"3408","9957","HS3ST1",-0.148609225088373,0.568685991923107
"3409","843","CASP10",0.642433182555957,0.00147604295882321
"3410","3663","IRF5",0.69669746487873,0.066805990606906
"3411","11012","KLK11",0.0790031649357692,0.611056379867699
"3412","1602","DACH1",-0.328029606043639,0.205740849919749
"3413","525","ATP6V1B1",0.0551836813352553,0.73249919750096
"3414","51379","CRLF3",-0.176286792836429,0.355461306247012
"3415","11341","SCRG1",-0.147566101910179,0.382187153517739
"3416","6364","CCL20",0.103910506231622,0.411377905038498
"3417","259","AMBP",0.308389054027255,0.0658177618405719
"3418","5502","PPP1R1A",0.213718406342225,0.054036016767475
"3419","5328","PLAU",0.175774586824128,0.291681084981398
"3420","7360","UGP2",0.0175862569409642,0.933085420677658
"3421","134","ADORA1",0.186804463802654,0.201000882630592
"3422","29907","SNX15",0.267466769388399,0.14999966541751
"3423","9636","ISG15",3.40755043232628,7.2148004662619e-05
"3424","27240","SIT1",-0.469470562920275,0.0793465401395071
"3425","6261","RYR1",-0.151829111359253,0.460884029465599
"3426","10420","TESK2",0.069297935665622,0.674979834217147
"3427","51442","VGLL1",0.192141982788748,0.450413614806556
"3428","3001","GZMA",-0.555450754865625,0.254983152376525
"3429","1428","CRYM",0.16076318833059,0.430952614592653
"3430","2707","GJB3",-0.127667482432333,0.324913460121861
"3431","10570","DPYSL4",-0.0866610770395848,0.679829624552215
"3432","55565","ZNF821",-0.0202706893100739,0.904432635232827
"3433","10578","GNLY",0.170113008182442,0.764693976779822
"3434","9729","KIAA0408",-0.0458225876556941,0.713381682101671
"3435","7728","ZNF175",-0.0706069706351053,0.703067833658138
"3436","2690","GHR",-0.062760675853756,0.611796728384017
"3437","27286","SRPX2",0.202805866842415,0.146933661510935
"3438","727","C5",0.344038089516246,0.0439444824044532
"3439","10846","PDE10A",-0.114122763018955,0.331779072586403
"3440","1586","CYP17A1",0.176372559042478,0.17929817217671
"3441","5784","PTPN14",0.152405521293201,0.201134057159598
"3442","695","BTK",0.190813564840727,0.273801528926277
"3443","2650","GCNT1",0.586293261850593,0.014454849412717
"3444","7429","VIL1",0.0293607976124539,0.924980281294234
"3445","22899","ARHGEF15",0.0561729065791248,0.749123472044067
"3446","6324","SCN1B",0.203432874258977,0.504327689501575
"3447","1360","CPB1",0.106935255469108,0.315235788481638
"3448","55056","GABPB1-IT1",-0.153622625722353,0.469254499237108
"3449","9131","AIFM1",-0.113241007278145,0.550663891675941
"3450","6947","TCN1",0.708611340398641,0.134903536494391
"3451","55786","ZNF415",-0.100208308167923,0.464117256075624
"3452","8492","PRSS12",0.037598805994981,0.744985633566565
"3453","2626","GATA4",0.0397895579946486,0.808621533431166
"3454","79968","WDR76",0.106726327071339,0.371626016488408
"3455","6801","STRN",-0.445706415820712,0.145613636634415
"3456","9941","EXOG",-0.027388875247059,0.910691641794817
"3457","3233","HOXD4",-0.019825043499015,0.912883491770985
"3458","1404","HAPLN1",0.122287400417917,0.338625675899131
"3459","11104","KATNA1",-0.0156445877486258,0.941998756103389
"3460","50628","GEMIN4",-0.384562904527691,0.157148116713386
"3461","862","RUNX1T1",0.0975225013366572,0.378245548537683
"3462","2110","ETFDH",-0.308057334112552,0.16928780344804
"3463","27165","GLS2",-0.138230678530282,0.435300648938127
"3464","1004","CDH6",0.0425361828133752,0.801542186593831
"3465","5099","PCDH7",-0.0209610758992413,0.910711027205679
"3466","7410","VAV2",0.165427270021631,0.178129952124185
"3467","7464","CORO2A",0.217895148189853,0.299011683573864
"3468","10677","AVIL",-0.289840475652325,0.324307460178521
"3469","10325","RRAGB",-0.0510415087296909,0.648236749769549
"3470","23708","GSPT2",-0.633981111025288,0.0161529177373382
"3471","26872","STEAP1",-0.148939296632996,0.293502303967733
"3472","22824","HSPA4L",0.0766634862841431,0.575104511111019
"3473","1380","CR2",-1.00937621462028,0.00449973390907418
"3474","7297","TYK2",-0.237642659092629,0.231989390397609
"3475","6876","TAGLN",0.587721480205667,0.29274724253001
"3476","10950","BTG3",-0.00998910146840526,0.976700333143938
"3477","5121","PCP4",0.136378500300784,0.305436125495457
"3478","9577","BABAM2",-0.0963574277661596,0.618060990328436
"3479","9899","SV2B",0.0610692930229142,0.649883357134988
"3480","8048","CSRP3",0.245577323721491,0.0693071795782985
"3481","1776","DNASE1L3",0.0970639060829184,0.68065704675713
"3482","4488","MSX2",-0.0460737680367158,0.814874742225694
"3483","7189","TRAF6",0.182462345993146,0.193828572153626
"3484","5125","PCSK5",-0.234963434677308,0.361219204466642
"3485","79734","KCTD17",0.174373497607703,0.3266544521051
"3486","10557","RPP38",-0.158533485032243,0.333383158294518
"3487","3814","KISS1",0.2623268600262,0.157482796877339
"3488","9506","PAGE4",0.0579673156766738,0.674560112904881
"3489","2395","FXN",-0.411933997147906,0.0863294343691028
"3490","11057","ABHD2",-0.0250572725554763,0.971856271403081
"3491","8534","CHST1",0.0565132693608748,0.73249919750096
"3492","366","AQP9",0.443326923034871,0.102670394523245
"3493","27074","LAMP3",3.8614244703473,0.000180403646789127
"3494","5305","PIP4K2A",-0.0742051777950241,0.870236613294773
"3495","51601","LIPT1",-0.243810404746031,0.371157104038244
"3496","285","ANGPT2",0.244841308974281,0.0719779386487762
"3497","51375","SNX7",-0.0780104680049991,0.55591878643395
"3498","10882","C1QL1",0.340504483575505,0.176840068814088
"3499","3053","SERPIND1",-0.00242567817520367,0.990755841792378
"3500","5837","PYGM",-0.0437121695353397,0.854990238002531
"3501","4920","ROR2",0.119263342436361,0.326962337084052
"3502","3269","HRH1",-0.0827554825523533,0.588310445356155
"3503","4846","NOS3",0.0850891758390553,0.666249316347664
"3504","2687","GGT5",0.194923125494422,0.239103451012584
"3505","79868","ALG13",-0.107284381631922,0.780830037110418
"3506","2120","ETV6",0.791961900608903,0.0273379061109543
"3507","7425","VGF",0.159886579776034,0.355917155385656
"3508","11116","FGFR1OP",-0.0614740642510192,0.774924680984629
"3509","4634","MYL3",0.178010942933977,0.202283769688247
"3510","10125","RASGRP1",-0.638632688485773,0.152520085834674
"3511","10439","OLFM1",-0.781715946533439,0.152838444899166
"3512","6521","SLC4A1",-0.432090162295548,0.284593372248818
"3513","5152","PDE9A",-0.184278688369644,0.631130577311593
"3514","22834","ZNF652",-0.350140468532666,0.224486952146357
"3515","1830","DSG3",0.119689800956477,0.551965522636762
"3516","64750","SMURF2",-0.306482875792739,0.216133184961564
"3517","80736","SLC44A4",0.270965482910609,0.0890996921308033
"3518","10293","TRAIP",-0.0054950046494211,0.976122789981869
"3519","7185","TRAF1",-0.579902062365841,0.0490269333661676
"3520","3215","HOXB5",0.232445841480003,0.149776457455244
"3521","1730","DIAPH2",0.193467727390558,0.490523730041056
"3522","3235","HOXD9",0.170813422772913,0.31519721487666
"3523","4040","LRP6",-0.20292488331707,0.198867383783432
"3524","57147","SCYL3",-0.00642682380807535,0.977884014188266
"3525","284","ANGPT1",-0.0316238616512434,0.903072376946721
"3526","8736","MYOM1",0.0174366548454845,0.938294586548534
"3527","22915","MMRN1",0.0877756333962201,0.572516065339515
"3528","51760","SYT17",-0.402930828955105,0.0510466629620367
"3529","1357","CPA1",0.10599391314699,0.383197423440223
"3530","5639","PRRG2",0.245660882997365,0.18413521228066
"3531","5638","PRRG1",-0.106725952051166,0.407883374871881
"3532","4222","MEOX1",-0.244263565661989,0.311973313776637
"3533","2159","F10",0.272180191085479,0.268757306656107
"3534","8846","ALKBH1",0.0371681534026731,0.758525432819708
"3535","6610","SMPD2",-0.237286209073861,0.29752963016325
"3536","218","ALDH3A1",0.298845266826603,0.20221826882481
"3537","1359","CPA3",-0.227989601652133,0.637930801522653
"3538","793","CALB1",-0.0173164202988314,0.887209493001312
"3539","978","CDA",0.0826101928867047,0.882617484329743
"3540","5558","PRIM2",-0.337888918930502,0.174666996070007
"3541","1392","CRH",0.223487774191905,0.296822324508601
"3542","9786","KIAA0586",-0.310011159722034,0.0273379061109543
"3543","8395","PIP5K1B",-0.179018279817918,0.590163375396423
"3544","211","ALAS1",0.158400161132086,0.425480528354579
"3545","8997","KALRN",-0.0481708690862988,0.702245533155541
"3546","6457","SH3GL3",-0.283002791035137,0.210714982709772
"3547","577","ADGRB3",-0.0180085894380149,0.884327669917321
"3548","313","AOAH",0.506807469699167,0.166062594850019
"3549","221","ALDH3B1",0.482921027201925,0.112669733606416
"3550","11064","CNTRL",-0.148122184420318,0.44936585814123
"3551","5521","PPP2R2B",-0.0963341380488743,0.702862987194865
"3552","6637","SNRPG",-0.281554317771771,0.616279829316164
"3553","9185","REPS2",0.264857789105378,0.610070713356582
"3554","5080","PAX6",0.142462629301652,0.221779455398335
"3555","5893","RAD52",-0.0193461638765013,0.955025315821438
"3556","7472","WNT2",0.0441361401852527,0.767094257730182
"3557","2243","FGA",0.205003048053549,0.162018798261243
"3558","11069","RAPGEF4",-0.0611962665326451,0.580765514818655
"3559","25809","TTLL1",-0.266610373162059,0.116130689777959
"3560","1511","CTSG",-0.154048692536992,0.684271828195294
"3561","722","C4BPA",0.377470347276774,0.22709982618795
"3562","4194","MDM4",0.00199275354316342,0.997032763006652
"3563","27253","PCDH17",0.0230413998173526,0.857552369342262
"3564","23498","HAAO",0.0897611909587432,0.667658290835154
"3565","6621","SNAPC4",-0.141217255176289,0.440489659713462
"3566","9734","HDAC9",-0.820336077383316,0.00923566845058331
"3567","8638","OASL",3.20530116849803,7.58603047149451e-05
"3568","80308","FLAD1",0.0455019052195764,0.881010133769405
"3569","27077","B9D1",0.0899292023936313,0.37407905762594
"3570","54039","PCBP3",-5.85485316584311e-05,0.999760458687895
"3571","22944","KIN",0.198186592489166,0.36033696989592
"3572","10867","TSPAN9",0.0689574306024312,0.748577479671768
"3573","2326","FMO1",0.0632326392568698,0.680894165115265
"3574","7486","WRN",-0.293256726153455,0.127909507794061
"3575","4065","LY75",-0.712140226291615,0.0245000825391002
"3576","4685","NCAM2",-0.0467324994766378,0.69712382098232
"3577","9514","GAL3ST1",0.225721565181155,0.127763437032197
"3578","3112","HLA-DOB",-0.9511585178819,0.0245000825391002
"3579","7507","XPA",-0.278075432318433,0.128325931575605
"3580","140462","ASB9",0.0544851017964345,0.679347836533498
"3581","486","FXYD2",0.194552381534449,0.404303872378047
"3582","4547","MTTP",0.0381336919619089,0.709195757608555
"3583","1594","CYP27B1",-0.00396505719027029,0.98426489911293
"3584","10301","DLEU1",-0.226557609322533,0.407531070093173
"3585","8120","AP3B2",0.06048099384968,0.748577479671768
"3586","4319","MMP10",0.0688444164254474,0.588473678124779
"3587","597","BCL2A1",0.666309191318235,0.378166563415353
"3588","55667","DENND4C",-0.32563628426192,0.0927996820876576
"3589","942","CD86",0.65887137741682,0.021518199365877
"3590","56061","UBFD1",0.597383457053016,0.0134371233808893
"3591","7023","TFAP4",0.053610197972711,0.780924770169797
"3592","80003","PCNX2",-0.653107908201955,0.0268454041754237
"3593","8896","BUD31",0.131068872689642,0.378245548537683
"3594","9143","SYNGR3",-0.262821864395807,0.19864863236016
"3595","952","CD38",1.21851308079652,0.000222134434140577
"3596","7140","TNNT3",0.359988659698827,0.0464146524948514
"3597","7306","TYRP1",-0.0121118428272609,0.939287160432911
"3598","10993","SDS",0.281916851662612,0.139899249983809
"3599","2674","GFRA1",0.0377449706682387,0.842773266985889
"3600","10590","SCGN",0.165341205088057,0.216688109825889
"3601","5608","MAP2K6",1.08447887301706,0.00263917817905735
"3602","8630","HSD17B6",-0.0499290144536708,0.684332625115268
"3603","10526","IPO8",0.151101411483807,0.461080066201441
"3604","10745","PHTF1",0.094460719927886,0.680810623485164
"3605","23545","ATP6V0A2",-0.218867899333977,0.149659152902344
"3606","22852","ANKRD26",0.0432566084471908,0.811274632328184
"3607","23765","IL17RA",0.222802818326873,0.46266640010938
"3608","7226","TRPM2",0.593876673583849,0.00960014499087056
"3609","1040","CDS1",0.0558072972185313,0.668822423044973
"3610","4036","LRP2",-0.0111501933882376,0.934537969111269
"3611","5789","PTPRD",0.035790622569932,0.808476061487953
"3612","1311","COMP",0.19374873205992,0.265645402467156
"3613","51364","ZMYND10",0.273859281418104,0.11623637106958
"3614","683","BST1",0.699427376780409,0.0266294816006049
"3615","55972","SLC25A40",-0.120759930693336,0.46301894068952
"3616","3695","ITGB7",-0.193929640406251,0.549692539186273
"3617","5443","POMC",-0.0209477280200598,0.927539391596041
"3618","2675","GFRA2",-0.0598863884949505,0.673125251327852
"3619","1271","CNTFR",0.243215682872661,0.0574882645850762
"3620","5317","PKP1",0.0568532179499455,0.747175572029867
"3621","7356","SCGB1A1",0.257211245966261,0.0599085700641721
"3622","7011","TEP1",0.176930859183885,0.260908871715621
"3623","10178","TENM1",-0.487319216587694,0.066805990606906
"3624","9180","OSMR",0.0214613816550244,0.865736663827981
"3625","22885","ABLIM3",0.322882436642659,0.291376258009629
"3626","10499","NCOA2",0.257709325367859,0.58470150603471
"3627","641","BLM",-0.365693140508091,0.0577674561964198
"3628","3899","AFF3",0.136051670701572,0.393265704866565
"3629","5224","PGAM2",0.327217497994567,0.0630061351142957
"3630","3785","KCNQ2",0.209060384038319,0.199217933696222
"3631","2170","FABP3",0.211246861545059,0.315654353728138
"3632","51427","ZNF107",-0.175641895247431,0.62768412507385
"3633","79171","RBM42",0.1260952919361,0.490523730041056
"3634","1837","DTNA",0.102438282323505,0.374914250590799
"3635","7137","TNNI3",0.143142427408995,0.213891457768064
"3636","6769","STAC",0.0306782428927805,0.873862368062421
"3637","8448","DOC2A",0.152401502466918,0.366803211664971
"3638","6868","ADAM17",0.310641656649593,0.282269109284601
"3639","869","CBLN1",0.00824316729879371,0.959158139892861
"3640","55658","RNF126",-0.251970094460674,0.277129396921349
"3641","1543","CYP1A1",0.149367942249708,0.332417944838074
"3642","670","BPHL",-0.229454599973623,0.140718626306669
"3643","6456","SH3GL2",-0.0430018346715717,0.695273504200845
"3644","2949","GSTM5",0.0568045758841782,0.6849714673672
"3645","1401","CRP",0.0871898523681915,0.517178223855239
"3646","2147","F2",0.368140576026913,0.0729633579735451
"3647","3699","ITIH3",0.127273478247691,0.306276066129422
"3648","2157","F8",-0.17127526411636,0.566170555682486
"3649","957","ENTPD5",-0.217381239905686,0.212386816483662
"3650","925","CD8A",-0.814871889928643,0.0587143741236055
"3651","6820","SULT2B1",0.177988099389754,0.177241120339746
"3652","11062","DUS4L",-0.408699884560686,0.0664053371549749
"3653","8886","DDX18",-0.433887649793014,0.130694949309711
"3654","1452","CSNK1A1",-0.415097919344733,0.0295097414007789
"3655","1577","CYP3A5",-0.0905982093129545,0.597973001019486
"3656","8557","TCAP",0.117461034817216,0.514690974847109
"3657","2069","EREG",-0.0386581016694407,0.797419068301608
"3658","11001","SLC27A2",-0.0262593791446539,0.850178411570665
"3659","2936","GSR",-0.0966529194038959,0.682330135631166
"3660","9465","AKAP7",-0.0366833267508699,0.951990004649908
"3661","22849","CPEB3",0.565991323889706,0.144562081320936
"3662","2161","F12",0.120320038278676,0.390965189307427
"3663","26240","FAM50B",-0.112955681328122,0.481791106871809
"3664","2330","FMO5",0.0324330483667925,0.87449275675555
"3665","1852","DUSP9",0.256282277154678,0.0791362488886884
"3666","5650","KLK7",0.0916964817357178,0.464997807600752
"3667","10266","RAMP2",0.108819403845009,0.640390697695393
"3668","638","BIK",0.0980486287137392,0.730861397578032
"3669","9605","VPS9D1",0.401681401111131,0.271207041592085
"3670","2252","FGF7",0.00990191137859853,0.960473198536694
"3671","26085","KLK13",0.271038914841951,0.139774514057328
"3672","421","ARVCF",0.214068764273637,0.242620348199301
"3673","3684","ITGAM",0.00790490532748045,0.985236751332047
"3674","912","CD1D",0.390690385322991,0.25413312056486
"3675","8631","SKAP1",-0.576507923574544,0.058137022816013
"3676","7773","ZNF230",0.154609325600438,0.472133164340246
"3677","8839","WISP2",0.135076880233107,0.175916589887923
"3678","4857","NOVA1",-0.0140284973855103,0.93445509713815
"3679","9369","NRXN3",0.308519785327387,0.0751239492304772
"3680","55346","TCP11L1",0.00348216629625941,0.990755841792378
"3681","3575","IL7R",-0.277826057175702,0.522430834213362
"3682","6519","SLC3A1",0.134015402124327,0.467147601802814
"3683","25780","RASGRP3",0.383031530666869,0.288059100119625
"3684","7220","TRPC1",-0.210246950754659,0.422570315119018
"3685","80342","TRAF3IP3",-0.623603743783789,0.0371736140004486
"3686","4919","ROR1",-0.105528886105333,0.381987354793723
"3687","6094","ROM1",0.137955980085231,0.569604792192169
"3688","7286","TUFT1",0.649652417199274,0.0206776156019749
"3689","444","ASPH",0.0572889415803992,0.818107362039931
"3690","8976","WASL",0.250726442540783,0.221239913928179
"3691","11232","POLG2",-0.414075415294105,0.0616353448682492
"3692","4143","MAT1A",0.144185029970663,0.257331354259691
"3693","2913","GRM3",0.0722310153073016,0.663765498513192
"3694","5068","REG3A",0.0792790793916032,0.544065641627275
"3695","3696","ITGB8",0.0775349698144656,0.514413247062204
"3696","6495","SIX1",0.22083328784092,0.240656910830052
"3697","1620","BRINP1",0.0301737340589883,0.850473125064359
"3698","8685","MARCO",0.934918478856839,0.0190847978315386
"3699","345","APOC3",0.265902095586105,0.160981883854057
"3700","3157","HMGCS1",0.0425990708578716,0.850178411570665
"3701","6002","RGS12",0.482829062060765,0.050852047693203
"3702","3316","HSPB2",0.0283469715241571,0.917698548634438
"3703","5122","PCSK1",-0.028351782696824,0.844607117758544
"3704","9172","MYOM2",-0.462834453614292,0.373972975828632
"3705","885","CCK",0.149734958297103,0.307161948696788
"3706","4314","MMP3",0.0143514866581662,0.917868959030095
"3707","3292","HSD17B1",-0.0622480063804796,0.619711462699362
"3708","1047","CLGN",-0.0286599642140426,0.804406401081856
"3709","914","CD2",-0.566102503595419,0.111892765740485
"3710","51200","CPA4",0.0496476970761428,0.763738842556676
"3711","25859","PART1",0.195794198128624,0.160973595004061
"3712","64848","YTHDC2",-0.428784436203231,0.147756761580549
"3713","2993","GYPA",0.0818375692968192,0.765464989696462
"3714","9256","TSPOAP1",-0.276551149206044,0.373507188789476
"3715","3717","JAK2",1.20684416698892,0.00832577151728797
"3716","8876","VNN1",-0.720473664181211,0.218612397257971
"3717","8912","CACNA1H",0.0822157839511242,0.586543629214933
"3718","5787","PTPRB",0.0829070908876783,0.555557503868132
"3719","64063","PRSS22",0.25950468204994,0.349635297750724
"3720","2620","GAS2",-0.0449994294857934,0.717958580822825
"3721","7381","UQCRB",-0.14239692182961,0.787687751184681
"3722","2562","GABRB3",0.0738881567673002,0.568758379015827
"3723","10201","NME6",0.0288396235111295,0.899066207823261
"3724","8941","CDK5R2",0.0528469362123998,0.743155433187778
"3725","51043","ZBTB7B",0.386461936103274,0.0493057665946722
"3726","7289","TULP3",-0.25366867289729,0.244467700165154
"3727","10168","ZNF197",0.0280223159338693,0.872934018612223
"3728","6563","SLC14A1",-0.105588757719537,0.813315662905648
"3729","6571","SLC18A2",0.0626608028106768,0.614009223296047
"3730","4804","NGFR",0.280241545317178,0.0995937795760342
"3731","9450","LY86",0.172676674381984,0.401826457788335
"3732","6689","SPIB",-0.475149721488885,0.0882405900796908
"3733","9687","GREB1",0.20653630825664,0.139613468266444
"3734","6283","S100A12",0.630496892134698,0.323288567062785
"3735","6545","SLC7A4",0.0174335226983393,0.906285819712943
"3736","1820","ARID3A",0.190143089290725,0.569603420546471
"3737","8547","FCN3",0.0754052027427132,0.579458942274955
"3738","5781","PTPN11",-0.437095562986205,0.0776884812308818
"3739","624","BDKRB2",0.0313218366502808,0.87400674294589
"3740","9487","PIGL",-0.169030685192189,0.417700925360252
"3741","3706","ITPKA",0.103572112862899,0.516729015584582
"3742","3977","LIFR",0.0324020720667804,0.730458093698881
"3743","23264","ZC3H7B",0.0404669217183118,0.876111546673974
"3744","5463","POU6F1",-0.653883210788275,0.00661748887824303
"3745","5587","PRKD1",-0.00791704835966467,0.954395653280153
"3746","7625","ZNF74",-0.254913246271194,0.222250062177127
"3747","7704","ZBTB16",-0.296743353477735,0.453573167132163
"3748","3676","ITGA4",0.137658227420506,0.697355136339774
"3749","5968","REG1B",0.11664286680019,0.383984772475679
"3750","9832","JAKMIP2",-0.122854675812881,0.59394338462141
"3751","136","ADORA2B",0.197507758456639,0.331153703510815
"3752","2168","FABP1",0.0878448057945374,0.503343317417108
"3753","22871","NLGN1",0.153682238695407,0.146211596558267
"3754","415","ARSE",0.110019607635738,0.430912012275672
"3755","9221","NOLC1",-0.174408896289473,0.466206562010454
"3756","6583","SLC22A4",0.925003548661238,0.0315313050114956
"3757","4776","NFATC4",0.126864419445738,0.49325668542366
"3758","1524","CX3CR1",0.526923402370764,0.0260178095731794
"3759","8900","CCNA1",0.518244174818409,0.00332685648945071
"3760","3848","KRT1",-0.403026913518909,0.562966280967565
"3761","5368","PNOC",-0.501973754213005,0.0526793165616918
"3762","3782","KCNN3",0.0231739430187874,0.850178411570665
"3763","100507436","MICA",0.326028039915204,0.303581696394257
"3764","2302","FOXJ1",0.209638590400901,0.102800098063739
"3765","4958","OMD",-0.0649302728076431,0.600822122185465
"3766","5427","POLE2",-0.0414820085922996,0.832834906122088
"3767","1056","CEL",0.0736424074279824,0.684906564774848
"3768","5745","PTH1R",0.12530003023831,0.407749589751619
"3769","5406","PNLIP",0.0989911400194767,0.477387222557924
"3770","5346","PLIN1",0.052649288663746,0.797419068301608
"3771","2902","GRIN1",0.308098413568343,0.127727266738356
"3772","6278","S100A7",0.0489770103973886,0.730458093698881
"3773","9422","ZNF264",-0.0831462437748982,0.729150313887373
"3774","6508","SLC4A3",0.0844057842339696,0.696890150819958
"3775","3046","HBE1",0.215243702644123,0.218905900630161
"3776","6533","SLC6A6",0.289564941201864,0.506268038368632
"3777","8875","VNN2",-0.000673275991946554,0.99922786248781
"3778","5649","RELN",0.00745694974973166,0.972559515140111
"3779","5865","RAB3B",0.129851911410909,0.501035453536241
"3780","9466","IL27RA",-0.351060498420932,0.144562081320936
"3781","1510","CTSE",0.210638880856473,0.401624636752021
"3782","10224","ZNF443",-0.183532174456475,0.491902830596081
"3783","10223","GPA33",-0.549102665328623,0.108335187573022
"3784","2960","GTF2E1",0.192108205519914,0.530829810465856
"3785","4487","MSX1",0.0733665196104005,0.630107498092421
"3786","26040","SETBP1",-0.523588225239329,0.0951842215000415
"3787","5334","PLCL1",-0.31860002112558,0.242883584291344
"3788","2294","FOXF1",0.0516296860941319,0.759850404780385
"3789","3101","HK3",0.792025245287043,0.0447569656761919
"3790","10669","CGREF1",0.199972578834403,0.207606619287628
"3791","22843","PPM1E",0.0415848820273501,0.716048763832305
"3792","4621","MYH3",-0.0534860777224777,0.823498658703899
"3793","1300","COL10A1",-0.0281985811505043,0.835055741205612
"3794","6296","ACSM3",-0.281644037427017,0.0565243961768829
"3795","6999","TDO2",0.0534763933353304,0.711710650021603
"3796","8218","CLTCL1",0.199762285152714,0.382831794507066
"3797","3570","IL6R",0.221794847750728,0.678556550384519
"3798","7434","VIPR2",0.183406090291868,0.365127390076465
"3799","11122","PTPRT",-0.0799347361604967,0.567958009050115
"3800","759","CA1",0.0206111944917744,0.979691000408265
"3801","4619","MYH1",0.00502995567812592,0.975485268094803
"3802","3777","KCNK3",0.0574450654224661,0.676126180951217
"3803","9860","LRIG2",-0.192162622212476,0.336629623939125
"3804","6258","RXRG",-0.00234010685016628,0.990755841792378
"3805","5365","PLXNB3",0.167780600468816,0.274093464634685
"3806","4322","MMP13",0.0786993938397718,0.54076435687172
"3807","5166","PDK4",0.0883792982734253,0.663765498513192
"3808","11168","PSIP1",-0.629305034970837,0.21372135242426
"3809","5062","PAK2",-0.261878313932006,0.357162598828776
"3810","9093","DNAJA3",-0.389709373685855,0.0259387444515484
"3811","79088","ZNF426",0.0642103219421912,0.619568204265198
"3812","10538","BATF",0.239470126433892,0.0864569776548132
