"","gene_id","gene_symbol","fold_change","fdr_pvalue"
"112","9761","MLEC",0.302895846786953,0.0920452777786229
"113","3927","LASP1",-0.0611223969670416,0.793043559112707
"114","10992","SF3B2",-0.230212883908644,0.304439252398639
"115","9528","TMEM59",0.0834400204811487,0.682330135631166
"116","1465","CSRP1",0.172020062019019,0.187927449672718
"117","10487","CAP1",-0.0531224396072858,0.652104588623056
"118","10728","PTGES3",-0.039057363279662,0.865641817170668
"119","7453","WARS",1.29009741192888,0.0199125097215498
"120","10397","NDRG1",-0.0538998455488056,0.811204735341282
"121","7314","UBB",0.0229566839767745,0.854990238002531
"122","5216","PFN1",-0.0963384009966397,0.485936622855056
"123","5792","PTPRF",0.192347279038565,0.325255253976789
"124","7534","YWHAZ",-0.123640570021148,0.755628981535479
"125","6647","SOD1",-0.297866473085989,0.367370438538606
"126","3069","HDLBP",-0.0358286690250917,0.893173278912105
"127","65108","MARCKSL1",-0.413712238849982,0.145146897165563
"128","11337","GABARAP",0.178481848079453,0.221239913928179
"129","4924","NUCB1",0.398101661811399,0.206205825979776
"130","2752","GLUL",0.0360021094800054,0.931776184505915
"131","3939","LDHA",0.0986040916143747,0.59935768895539
"132","6746","SSR2",-0.262215557301944,0.305994623967341
"133","5034","P4HB",-0.153699623538664,0.607079717911698
"134","292","SLC25A5",-0.300064713118376,0.0581111991547264
"135","5245","PHB",-0.280844646586165,0.302129744312913
"136","6282","S100A11",0.358993044258215,0.106231593717364
"137","5476","CTSA",0.326602459344782,0.278532442570394
"138","9804","TOMM20",-0.603041405750448,0.0178592500376698
"139","967","CD63",0.361266879243876,0.0273379061109543
"140","3337","DNAJB1",-0.166908959577871,0.682330135631166
"141","6678","SPARC",0.0886891037227837,0.898636474270813
"142","7323","UBE2D3",0.157161860280395,0.437169060298281
"143","7494","XBP1",-0.385510339835635,0.0586563590701715
"144","6711","SPTBN1",-0.905647811749311,0.0136039842230346
"145","9741","LAPTM4A",0.188450332780791,0.227503152048826
"146","6161","RPL32",-0.608787102635388,0.0586563590701715
"147","975","CD81",-0.216692049727909,0.363399586904193
"148","7332","UBE2L3",-0.223775020852695,0.308278210520234
"149","754","PTTG1IP",0.296203032232331,0.0798615238331668
"150","2739","GLO1",-0.280106895988503,0.305436125495457
"151","9295","SRSF11",-0.45794289956651,0.350415903552075
"152","23450","SF3B3",-0.18332355419871,0.428264925349028
"153","3313","HSPA9",-0.295294864633381,0.237245419603136
"154","10971","YWHAQ",-0.301043855794781,0.254889271558478
"155","57062","DDX24",0.0112500945400456,0.981392716288382
"156","5518","PPP2R1A",-0.136525922488561,0.520308943587092
"157","2934","GSN",0.0698708788653732,0.855969279014909
"158","3098","HK1",-0.0306100107151099,0.909607764883424
"159","11014","KDELR2",-0.118280530199936,0.466179296762084
"160","10577","NPC2",0.719064844411729,0.0226368152798019
"161","8655","DYNLL1",0.100830323475225,0.480267717831278
"162","9516","LITAF",0.378074426773567,0.329034387320529
"163","5589","PRKCSH",-0.340057182697187,0.133424243425003
"164","2806","GOT2",-0.352832387876891,0.0578817155694754
"165","2280","FKBP1A",0.571723579748888,0.103578820712878
"166","37","ACADVL",-0.205231494666938,0.409743749355329
"167","6500","SKP1",-0.11623509471314,0.701751627906765
"168","22919","MAPRE1",0.0666581783042606,0.728820402744779
"169","10121","ACTR1A",0.0986425055080282,0.622155771829281
"170","4076","CAPRIN1",-0.121964510387881,0.677440962625294
"171","5501","PPP1CC",-0.330862221046843,0.218527741546706
"172","10097","ACTR2",0.217113330970363,0.659222261021002
"173","7803","PTP4A1",1.24949976237359,0.0047173898303062
"174","2876","GPX1",0.202580236534638,0.297906076671011
"175","5230","PGK1",0.0219254812614533,0.939568986520715
"176","6612","SUMO3",0.135941807522668,0.478681341005971
"177","6232","RPS27",-1.04414543698216,0.170083279477514
"178","1200","TPP1",0.255843036698282,0.497098519074806
"179","2782","GNB1",0.114371537210422,0.569250528119899
"180","4926","NUMA1",-0.346911485004104,0.325255253976789
"181","2495","FTH1",0.38119938171292,0.104617616287461
"182","5901","RAN",-0.415499920420868,0.199246002368231
"183","823","CAPN1",-0.0144669092825893,0.966594766989807
"184","813","CALU",-0.122435826266872,0.584589014034819
"185","4779","NFE2L1",0.127437964880226,0.488397003289515
"186","10550","ARL6IP5",-0.049090533439843,0.8684953670674
"187","1808","DPYSL2",0.251618738750929,0.396032607367385
"188","6176","RPLP1",-0.342510874398627,0.0134371233808893
"189","1495","CTNNA1",0.551505501522408,0.122933409325573
"190","1509","CTSD",0.497235649741558,0.11554822284415
"191","23196","FAM120A",0.118037292013383,0.745904560986144
"192","4144","MAT2A",-0.153207209802002,0.694449944537174
"193","3915","LAMC1",-0.678706664714701,0.021941636445369
"194","9689","BZW1",-0.0958569261479472,0.74512146335458
"195","468","ATF4",-0.0392071239519911,0.830826742604307
"196","6210","RPS15A",-0.704351303136466,0.46266640010938
"197","308","ANXA5",0.608127727341456,0.0154309952320511
"198","3925","STMN1",-0.226389955724381,0.495327746571898
"199","4035","LRP1",0.320425653561636,0.271366399340834
"200","5695","PSMB7",0.0320258538636686,0.883189739157194
"201","8682","PEA15",0.276874974643539,0.33326334934086
"202","1891","ECH1",-0.0522875315652804,0.683528129369369
"203","4953","ODC1",-0.2678241990423,0.308774202443874
"204","8826","IQGAP1",0.0162816973218174,0.98141818847161
"205","2547","XRCC6",-0.318418123160535,0.146211596558267
"206","50","ACO2",-0.0334273851819766,0.909607764883424
"207","8404","SPARCL1",0.0692461608654318,0.607984988028245
"208","4170","MCL1",0.702067519148161,0.369368571903824
"209","6301","SARS",-0.237532782453798,0.217845943675175
"210","7009","TMBIM6",0.283068409355074,0.166680056637823
"211","10960","LMAN2",0.184505069568196,0.183787371582207
"212","3329","HSPD1",-0.317196798193104,0.293919364727029
"213","7791","ZYX",0.328401082722307,0.35136829391384
"214","1153","CIRBP",-0.565692920074111,0.0109102074270618
"215","10574","CCT7",-0.186553042178675,0.330518527052444
"216","5048","PAFAH1B1",0.0383400776864002,0.909847829633404
"217","5720","PSME1",0.387601034089466,0.0143186150668309
"218","539","ATP5O",-0.395877849846075,0.380932873336564
"219","6209","RPS15",-0.261852727339008,0.0539369438802711
"220","5714","PSMD8",0.156563741732956,0.160283875767862
"221","3920","LAMP2",0.598581690761172,0.115378301941451
"222","2950","GSTP1",-0.046474995694437,0.808476061487953
"223","10525","HYOU1",-0.164514407548683,0.4831070979668
"224","6633","SNRPD2",-0.388300473924778,0.551623307882637
"225","5351","PLOD1",0.242423276408908,0.422990384805184
"226","7756","ZNF207",0.010705909806628,0.962022276261642
"227","5708","PSMD2",-0.131721911626499,0.479629496366795
"228","6319","SCD",0.0250256924770422,0.93350511509925
"229","5908","RAP1B",-0.0554716166913796,0.886376073131263
"230","6227","RPS21",-1.08112681131587,0.106231593717364
"231","4134","MAP4",-0.256532478476979,0.408070273153545
"232","10134","BCAP31",-0.121889533342165,0.465194986907482
"233","1508","CTSB",0.437774435955838,0.177937286955288
"234","2058","EPRS",-0.280529228567865,0.37407905762594
"235","9588","PRDX6",-0.0753149121650303,0.810510312722421
"236","5499","PPP1CA",-0.0856512760820358,0.594930350137919
"237","51669","SARAF",-0.310526859419753,0.105171073509953
"238","10768","AHCYL1",-0.290366833625905,0.146834382373758
"239","9798","IST1",-0.090136503053559,0.47899871878189
"240","2783","GNB2",0.255679885361603,0.347133726318232
"241","3015","H2AFZ",-0.310966429213286,0.285881519445027
"242","9611","NCOR1",-0.251913837273683,0.127226517002846
"243","23019","CNOT1",-0.328263432118813,0.0905839199289837
"244","1718","DHCR24",0.290403417745759,0.19534975129083
"245","8766","RAB11A",0.137611285070803,0.615982916474685
"246","5660","PSAP",0.346303242115514,0.2298187434828
"247","55905","RNF114",0.504825464246272,0.0291728514409432
"248","11171","STRAP",-0.139806372425435,0.428906635581316
"249","6281","S100A10",0.0190753622357249,0.927773751823515
"250","10694","CCT8",-0.0690354586395294,0.667464768236175
"251","5689","PSMB1",-0.312956067168466,0.240358771776781
"252","10575","CCT4",-0.337454161933714,0.158024378297733
"253","2034","EPAS1",0.440783431571124,0.223596484447569
"254","3301","DNAJA1",0.414333622558161,0.131523900271176
"255","5710","PSMD4",0.069066328500158,0.614489624571554
"256","7385","UQCRC2",-0.221429821302351,0.226447116264956
"257","1152","CKB",0.360599752841293,0.145400318542066
"258","5223","PGAM1",0.0551315780922881,0.700782227731276
"259","6772","STAT1",1.44713262059455,0.00169987478354806
"260","6745","SSR1",-0.0818745898515054,0.77539093030351
"261","6434","TRA2B",-0.152076717960727,0.656964001395705
"262","2288","FKBP4",0.155165708521605,0.728389432702629
"263","3068","HDGF",-0.0681852265741387,0.765510827827218
"264","23022","PALLD",-0.130056263086172,0.657908114377678
"265","10724","MGEA5",0.0348669158703245,0.917574438308542
"266","4074","M6PR",0.0211333964520612,0.96465166708907
"267","9403","SELENOF",-0.156053219066022,0.661143941908362
"268","191","AHCY",-0.0882305034728592,0.605012195207612
"269","3133","HLA-E",0.292557182246201,0.0215346996052883
"270","6181","RPLP2",0.191076154575658,0.338625675899131
"271","7203","CCT3",-0.258653936026727,0.23128707866164
"272","6867","TACC1",-0.259158872122592,0.28890408163933
"273","5496","PPM1G",-0.0724415689397802,0.654952153381524
"274","8407","TAGLN2",-0.210266783431287,0.586241095287461
"275","6734","SRPRA",0.102220581243142,0.770070709083525
"276","1912","PHC2",0.266960868329919,0.412058074508871
"277","694","BTG1",-0.241774010813105,0.300408060938101
"278","10945","KDELR1",0.110537795587494,0.663982971937698
"279","3959","LGALS3BP",1.88331247574581,0.00108012582296506
"280","6520","SLC3A2",0.303502936638566,0.165932935359851
"281","1337","COX6A1",0.0813228713075009,0.714176684446191
"282","6228","RPS23",-0.800809076938211,0.245285000115363
"283","51552","RAB14",0.276337419949959,0.239103451012584
"284","10972","TMED10",-0.511311906253857,0.0377166286000243
"285","7414","VCL",-0.105947648373233,0.576783314659337
"286","10540","DCTN2",0.0869207939650147,0.631247605248948
"287","7913","DEK",0.00184504622340853,0.998093714475062
"288","811","CALR",0.153839224341317,0.616279829316164
"289","6132","RPL8",-0.523224085664854,0.020039991178281
"290","473","RERE",0.0761050119715705,0.925219647716506
"291","3281","HSBP1",0.337828139041681,0.101021742081966
"292","3150","HMGN1",-0.25896720657005,0.217480427939092
"293","22872","SEC31A",-0.299360708429163,0.129648740759106
"294","2746","GLUD1",-0.0177559380632779,0.963553836985528
"295","8079","MLF2",-0.011468040076025,0.964271779424724
"296","10552","ARPC1A",0.237260540223181,0.0963115790979367
"297","894","CCND2",-0.164130667527473,0.321874594767034
"298","527","ATP6V0C",0.0312711839732334,0.909981772463569
"299","10989","IMMT",-0.129723784226892,0.429789438918023
"300","6749","SSRP1",-0.390004223260583,0.121834397192577
"301","6386","SDCBP",0.171425305208524,0.422990384805184
"302","2521","FUS",-0.319610014656218,0.290449324271481
"303","22928","SEPHS2",-0.0370901427475854,0.848752236118788
"304","6160","RPL31",-0.290286079605376,0.507911844535352
"305","7317","UBA1",-0.047204077674138,0.897656301523812
"306","3983","ABLIM1",-0.272401022746696,0.471826603579991
"307","5479","PPIB",-0.0671496812645849,0.848979497415364
"308","27230","SERP1",0.00340299816536493,0.995838835145549
"309","10099","TSPAN3",-0.627077414434204,0.0419100847765482
"310","59","ACTA2",0.623384895422419,0.167329637025781
"311","5538","PPT1",0.0567922020584071,0.855969279014909
"312","8887","TAX1BP1",-0.227446968701278,0.615982916474685
"313","4190","MDH1",-0.166364040339401,0.665272416138373
"314","5160","PDHA1",-0.166277153228138,0.373103963248483
"315","309","ANXA6",-0.179090468762022,0.508327891354621
"316","966","CD59",0.56777496152028,0.0184833608038843
"317","710","SERPING1",3.85606104548682,0.000196248331102368
"318","10197","PSME3",0.042660507136806,0.893068482846682
"319","3091","HIF1A",0.278112363813895,0.139774514057328
"320","10155","TRIM28",-0.430575448078557,0.0656929524338213
"321","9784","SNX17",0.0128765417133341,0.948235682381781
"322","10527","IPO7",-0.387024569228879,0.410136243395125
"323","10096","ACTR3",-0.0722781525464047,0.814874742225694
"324","10970","CKAP4",0.67216941451955,0.0391972974149663
"325","16","AARS",-0.0557950602117643,0.818869203926727
"326","6748","SSR4",-0.204053974888661,0.287407674149427
"327","928","CD9",-0.487458620260085,0.353656328500772
"328","7001","PRDX2",-0.355226138721696,0.305741988015498
"329","3032","HADHB",0.0542683110532849,0.705855313333467
"330","10628","TXNIP",0.0898610013971535,0.886187887354687
"331","6184","RPN1",-0.126173695524626,0.459732456229979
"332","301","ANXA1",-0.160249117916383,0.799437713456096
"333","10606","PAICS",-0.250957543628645,0.338368586978235
"334","3728","JUP",0.524184305379541,0.352076070598893
"335","1964","EIF1AX",-0.523620146693847,0.376959930084436
"336","7533","YWHAH",0.137373434791263,0.562742219759296
"337","11034","DSTN",-0.280823561229619,0.293496744000652
"338","6879","TAF7",-0.0625979351488883,0.90678113187863
"339","9669","EIF5B",-0.230729425052692,0.333813818735662
"340","4267","CD99",-0.322413174372013,0.0471270868883879
"341","3187","HNRNPH1",-0.293224335349788,0.436366028626726
"342","10904","BLCAP",-0.204557685905888,0.148150732146359
"343","120","ADD3",-0.411341330309583,0.281664070250097
"344","3033","HADH",-0.526985680804505,0.061197053722308
"345","5214","PFKP",0.211435641276342,0.490523730041056
"346","8125","ANP32A",-0.188246238224764,0.566244172489947
"347","5886","RAD23A",0.274247818360498,0.343239975270601
"348","2771","GNAI2",0.258968082584332,0.29666403963363
"349","1843","DUSP1",0.719152581273654,0.0718556116300605
"350","7052","TGM2",0.46436871483509,0.20695821169454
"351","6222","RPS18",-0.848280249594003,0.0509726972725925
"352","23646","PLD3",0.207752845767761,0.512953857773206
"353","9491","PSMF1",-0.172592187283049,0.525236196012284
"354","10949","HNRNPA0",-0.579317440884168,0.010469702412196
"355","2804","GOLGB1",-0.518292665085395,0.0387963935519132
"356","10398","MYL9",0.186964172610605,0.820178415714089
"357","2017","CTTN",-0.142619493483,0.786981917233936
"358","2040","STOM",0.330350683985889,0.221239913928179
"359","5954","RCN1",0.126071431114193,0.421802154139045
"360","8761","PABPC4",-0.75158175016559,0.0105715013138697
"361","1537","CYC1",0.132050871088452,0.489253214074766
"362","5701","PSMC2",-0.0543902909675129,0.886376073131263
"363","4313","MMP2",0.0700840520584238,0.593764357490315
"364","6599","SMARCC1",0.129206773095898,0.684998896885044
"365","4809","SNU13",-0.191926109445824,0.301754476732661
"366","9375","TM9SF2",-0.0572990770506809,0.765464989696462
"367","9144","SYNGR2",0.182324634055361,0.237660903535345
"368","8396","PIP4K2B",-0.350641767225238,0.07252907897546
"369","9774","BCLAF1",-0.461966720098271,0.148606297580639
"370","6651","SON",0.201208082371057,0.450030951648749
"371","5829","PXN",0.245108005732098,0.746108797989403
"372","3838","KPNA2",-0.0185623427409531,0.94417840046849
"373","526","ATP6V1B2",0.245241196815188,0.347184404480708
"374","5931","RBBP7",-0.295754138592157,0.143327883960615
"375","6389","SDHA",-0.153258532042919,0.280740750185872
"376","6235","RPS29",-1.07362520294466,0.156475233608295
"377","1611","DAP",-0.0707340559920446,0.773621521834527
"378","378","ARF4",0.162501788405194,0.276938397055681
"379","9276","COPB2",0.0966230552690703,0.512953857773206
"380","8239","USP9X",-0.477894992815552,0.014211468217676
"381","5211","PFKL",0.0664874726787659,0.763738842556676
"382","3956","LGALS1",0.466403590992972,0.0380749125910126
"383","2879","GPX4",-0.193593159824029,0.395688592812036
"384","7057","THBS1",0.0232230619624492,0.965036872019701
"385","1434","CSE1L",-0.394883119652198,0.218612397257971
"386","7284","TUFM",-0.250196112761675,0.249686075003464
"387","5425","POLD2",-0.339075634830232,0.11042865126994
"388","1363","CPE",0.0251589303438093,0.842236553985101
"389","5226","PGD",0.0531987410018253,0.896041423818481
"390","1351","COX8A",0.138679877229778,0.433214330236755
"391","10857","PGRMC1",0.122382700391938,0.691179099220424
"392","1984","EIF5A",0.0300097801361154,0.979819647723003
"393","3693","ITGB5",0.211865519063014,0.504770935351372
"394","4245","MGAT1",0.436086871981223,0.020039991178281
"395","47","ACLY",0.00205707107951447,0.995875476277615
"396","6432","SRSF7",-0.198638443714032,0.639795355576341
"397","999","CDH1",-0.0332002234864408,0.828329270728837
"398","9867","PJA2",0.155333693868192,0.721664128995147
"399","1892","ECHS1",-0.110896842885831,0.48777939032042
"400","5355","PLP2",-0.155328993591398,0.734479731304029
"401","3115","HLA-DPB1",-0.201091036887519,0.517000439931413
"402","6741","SSB",0.309007558436496,0.164824215402199
"403","5878","RAB5C",0.204992286685183,0.491887376099764
"404","10457","GPNMB",0.129225471937001,0.332336478298805
"405","1965","EIF2S1",-0.386308375968263,0.467810828515244
"406","10456","HAX1",0.0150081899508123,0.960031463407566
"407","4780","NFE2L2",0.431166230207172,0.0118598239203476
"408","7078","TIMP3",0.248163005940301,0.108440359248103
"409","4154","MBNL1",-0.350226488216569,0.49849045500625
"410","9927","MFN2",-0.162674275554479,0.663187640601472
"411","4836","NMT1",-0.0933509967797255,0.788693600331144
"412","8531","YBX3",-0.125995031824463,0.729826683477028
"413","3490","IGFBP7",0.574243386119289,0.0947840739530917
"414","9698","PUM1",-0.236267498952119,0.248133912696263
"415","8553","BHLHE40",-0.213575386759536,0.293502303967733
"416","54386","TERF2IP",-0.0261214820789224,0.889308909810668
"417","51075","TMX2",0.11122538613337,0.455625502499548
"418","372","ARCN1",-0.0465571463232095,0.78429107699693
"419","10054","UBA2",-0.507874329311751,0.225818616637537
"420","25793","FBXO7",-0.154126944597783,0.484833035342748
"421","2773","GNAI3",0.170939276087051,0.660750207936521
"422","1108","CHD4",-0.104808083862721,0.631253975510763
"423","5654","HTRA1",0.132873407561756,0.293337548753454
"424","4043","LRPAP1",0.167848749431611,0.441634522916911
"425","3710","ITPR3",-0.464276638344404,0.0572605816880732
"426","5306","PITPNA",0.0238749650271757,0.953158584934634
"427","3417","IDH1",0.644014695043927,0.00577572313915983
"428","6415","SELENOW",-0.195786389359938,0.49271366532694
"429","8140","SLC7A5",-0.321294381065444,0.244516109655194
"430","262","AMD1",-0.24272754058217,0.287071919230588
"431","5707","PSMD1",0.0115587282374658,0.948235682381781
"432","8804","CREG1",0.446991584086453,0.159102879229754
"433","1476","CSTB",0.137991200896828,0.389496730588663
"434","5111","PCNA",0.0595496265209157,0.822784902551824
"435","6238","RRBP1",0.104472276599591,0.739171847603677
"436","7126","TNFAIP1",0.170146588168197,0.351860452684995
"437","3065","HDAC1",-0.493574924861749,0.0278841471946444
"438","1654","DDX3X",0.356482669352769,0.370518631498072
"439","5641","LGMN",-0.00531729652578683,0.980454292704397
"440","5510","PPP1R7",-0.072042517351365,0.735047713932452
"441","5358","PLS3",0.00327282335800838,0.985454861726261
"442","10961","ERP29",0.155818659746371,0.222354481739125
"443","1488","CTBP2",-0.25768004312883,0.406182626280902
"444","6625","SNRNP70",-0.487709251188898,0.0554658885768935
"445","5887","RAD23B",-0.150658950986773,0.579105670621462
"446","10250","SRRM1",-0.17675939696467,0.515259419121337
"447","4714","NDUFB8",-0.615941702147042,0.0592567840932132
"448","10425","ARIH2",-0.197110305816396,0.146576392367393
"449","2023","ENO1",-0.376636374099428,0.500837823025756
"450","5719","PSMD13",-0.0851229242404017,0.630464614943583
"451","3611","ILK",0.220154115983565,0.237236916755461
"452","7832","BTG2",0.0488255947710945,0.92545429959006
"453","830","CAPZA2",0.252402181719493,0.700431453323669
"454","9789","SPCS2",-0.0558129004578269,0.729691547316085
"455","1653","DDX1",-0.16505381216929,0.47419204510373
"456","481","ATP1B1",-0.231925214623509,0.517669485087865
"457","5894","RAF1",-0.176045597431791,0.380864126853608
"458","6721","SREBF2",0.201861590002889,0.261098137177289
"459","6513","SLC2A1",-0.120445403990466,0.673616656133371
"460","5315","PKM",-0.175831013913059,0.555515238273026
"461","5704","PSMC4",-0.00236221376513335,0.990826207561485
"462","10423","CDIPT",-0.175923341265191,0.35136829391384
"463","9167","COX7A2L",-0.222104398403562,0.379687614927635
"464","6217","RPS16",-0.679524356217305,0.0124479557546195
"465","6856","SYPL1",-0.298765436325439,0.197243465912219
"466","633","BGN",0.201221387679939,0.219379553879809
"467","6897","TARS",0.0863207836519866,0.682666718188983
"468","11316","COPE",0.0663881912915034,0.719570609477132
"469","7296","TXNRD1",0.0367914977472186,0.848979497415364
"470","5702","PSMC3",0.0198732924644993,0.940796068980575
"471","23386","NUDCD3",0.0102186056096283,0.954759960521306
"472","22913","RALY",0.146376896044195,0.29752963016325
"473","231","AKR1B1",-0.68755697035062,0.0249958339473136
"474","6726","SRP9",-0.2584727721531,0.586512303162101
"475","5686","PSMA5",0.305521477854887,0.0258165670925351
"476","2224","FDPS",-0.185191900096113,0.393471761056827
"477","5869","RAB5B",-0.250771754006076,0.0507316083536785
"478","3182","HNRNPAB",-0.174060728748465,0.154926439454745
"479","1601","DAB2",0.206453818305304,0.572817838423231
"480","11047","ADRM1",0.103862057575501,0.514162534261124
"481","4967","OGDH",0.207091003583086,0.507394688219079
"482","22906","TRAK1",-0.0316417220192839,0.924185856637137
"483","327","APEH",-0.0755001389776044,0.605584853819943
"484","23608","MKRN1",0.0254401015670336,0.959158139892861
"485","6382","SDC1",0.116580665523057,0.488756610293438
"486","397","ARHGDIB",-0.091881636637078,0.35110132526075
"487","3491","CYR61",0.147275393232001,0.287515536986871
"488","23478","SEC11A",0.0637097264742064,0.686832028581014
