"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","CDC23",822.451449005344,0.0261139335412292,0.105296231271324,0.248004446369402,0.804130966552944,0.906963577814473
"2","COX6A1",3213.52674582526,-0.174057656976805,0.115026942783849,-1.51319032536476,0.130231320990443,0.31176613902616
"3","TSFM",413.857010248118,-0.0634068331346627,0.103887913728161,-0.610338882158867,0.541637345279574,0.740485028204131
"4","SMPDL3A",220.949382181073,-0.161062719148519,0.139432016122969,-1.15513440619315,0.2480353906036,0.47084134097626
"5","IFFO1",14.2698044724137,0.763254348960509,0.456245556419668,1.67290253728728,0.0943464842391051,0.249458792878511
"6","DRAP1",847.108367783764,0.55606082123199,0.139939680271719,3.97357504427833,7.08018368779882e-05,0.000807629831250038
"7","RCL1",384.045461921254,0.0955693250877601,0.0921487779731813,1.03711983153563,0.299680013894404,0.528510766418254
"8","C2orf50",332.511528806222,-0.361362312260577,0.106882066864145,-3.38094427683452,0.000722371906533944,0.00585299208256031
"9","LOC728613",91.7135414441514,0.417541825782263,0.189773884461679,2.20020698299284,0.0277922130953626,0.10487121661095
"10","MAMDC4",89.1555576185919,-0.275677055330686,0.281531285177453,-0.979205757388287,0.327478324461339,0.557063457538503
"11","PTPN3",3627.62633869428,-0.243933757861675,0.062032959943718,-3.93232497825341,8.41282283258588e-05,0.000932888576324523
"12","LRFN4",303.808881053707,-0.129402136483752,0.123631513630817,-1.04667598643309,0.295249042726581,0.523083851285059
"13","PLEKHJ1",527.858917902811,-0.222009247497395,0.088664889878521,-2.50391386941965,0.0122827931193604,0.0562838186289627
"14","GPD2",2911.05337941279,0.153960066012428,0.0710440827160336,2.16710611392948,0.0302267638481176,0.111130970438544
"15","ARMCX5-GPRASP2",14.0713514776651,0.537510123459295,0.46858378298189,1.14709501903541,0.251342352256082,0.474393528041967
"16","SFR1",93.7334293214689,-0.095467293325211,0.164544461611877,-0.580191471593838,0.561785504204802,0.755405414722771
"17","ST6GALNAC1",5562.06505275159,0.343871827853938,0.0896828494864547,3.83430979081318,0.000125917365686278,0.0013319811395074
"18","RPL8",16424.3402154568,-0.2241164102289,0.096615918378972,-2.31966340525598,0.0203590929447385,0.0826046529855889
"19","SYDE1",20.1007339097908,0.369133127650612,0.405297641182032,0.91077048110631,0.362416318929495,0.591094142838235
"20","RGS19",209.417060478567,0.319604127673492,0.142931341664232,2.2360674989275,0.0253473500212673,0.0977121701510584
"21","NT5C3B",489.307738581465,-0.0368199060605973,0.0914460211896783,-0.402640875803936,0.687212434630696,0.840422245564097
"22","PDCD2L",131.217157190628,0.112964733705741,0.140423891035662,0.80445523103367,0.42113411472037,0.645323440203813
"23","TMED10",5704.85743703183,0.124453970527786,0.0777131628040441,1.60145290755442,0.109276642420517,0.276555140340555
"24","CDRT1",147.156906954519,0.281678283776157,0.15561342778393,1.8101155394332,0.0702778716733002,0.20462597202904
"25","ANO9",586.568038944593,-0.143534850366238,0.130321515940163,-1.10139027566362,0.270726835878735,0.496475483715774
"26","INA",20.8174502782439,0.80965308007877,0.363655525877684,2.22642864596838,0.0259854834905294,0.0998502208155738
"27","WNT7A",76.5590758482029,0.0599485772276956,0.249577454473466,0.240200291144763,0.810174987986202,0.910675955503211
"28","TMEM200C",69.0246281397486,-0.252626692846351,0.217811589066385,-1.1598404562824,0.246113769185777,0.468866818573904
"29","TP53",1685.72293402085,0.00879142453680382,0.0655085559324968,0.134202691719581,0.893242297484161,0.952057404858782
"30","SVOPL",140.241263534539,-0.301563858978357,0.154832680639613,-1.94767576026327,0.0514537722855623,0.164150691963045
"31","PARP10",2805.15226511414,1.91086834014159,0.133481911656176,14.3155601866388,1.7494871311203e-46,3.46805866773176e-44
"32","FGFR1OP2",430.617798673972,0.16586075871385,0.110537408264634,1.50049436944249,0.133486390929444,0.316306134458815
"33","ADARB1",152.474276342144,-0.415774727004399,0.146467859945344,-2.83867550983233,0.00453011986882413,0.0260874514208174
