"","x"
"1350","PRSS8"
"1351","ARHGAP35"
"1352","PTGES2-AS1"
"1353","SNN"
"1354","SLC5A6"
"1355","ANPEP"
"1356","LOC100507547"
"1357","ACTG1"
"1358","CIITA"
"1359","TSPAN14"
"1360","MST1P2"
"1361","DKK1"
"1362","ESF1"
"1363","WASH3P"
"1364","MAGEE1"
"1365","POLR2M"
"1366","USP1"
"1367","XXYLT1-AS2"
"1368","EML6"
"1369","PLXDC1"
"1370","GABPB1"
"1371","ZFAS1"
"1372","ROGDI"
"1373","AKR1B15"
"1374","WDR55"
"1375","LAT"
"1376","NF2"
"1377","ZMYM2"
"1378","RNF6"
"1379","ATP13A4"
"1380","GTF2H3"
"1381","SNRPF"
"1382","SLC37A1"
"1383","ZNF677"
"1384","JMJD1C-AS1"
"1385","TUBA1A"
"1386","ATXN2L"
"1387","OSBPL7"
"1388","PRPF8"
"1389","CDC73"
"1390","FBXL7"
"1391","UQCRH"
"1392","TRIM29"
"1393","NSUN3"
"1394","CRTC3"
"1395","SCAF11"
"1396","EIF3F"
"1397","NENF"
"1398","SNORD116-18"
"1399","KLHDC10"
"1400","GPRC5B"
"1401","HEATR5A"
"1402","SDHAP2"
"1403","ARHGEF1"
"1404","GMEB1"
"1405","RNU6ATAC"
"1406","WDTC1"
"1407","GNL3"
"1408","WDR6"
"1409","FAF1"
"1410","ZNF630"
"1411","ASH2L"
"1412","RAB14"
"1413","SDCCAG8"
"1414","LOC101559451"
"1415","GNL2"
"1416","ZDHHC23"
"1417","ADAT3"
"1418","ANKRD11"
"1419","NOL8"
"1420","RNPC3"
"1421","SYTL3"
"1422","FAM210A"
"1423","PHLDB1"
"1424","GUCA1B"
"1425","SIRT5"
"1426","CUL9"
"1427","COPA"
"1428","EPS8L3"
"1429","EGR3"
"1430","SMC3"
"1431","SF3B1"
"1432","IGF2BP2"
"1433","RNF103"
"1434","KISS1"
"1435","AP4E1"
"1436","GLA"
"1437","MRPL22"
"1438","NCDN"
"1439","PAPSS2"
"1440","TNPO3"
"1441","UQCRQ"
"1442","ITGB3"
"1443","IL32"
"1444","HDGF"
"1445","C1GALT1"
"1446","SLC35A5"
"1447","B3GAT3"
"1448","TMEM147"
"1449","BCDIN3D"
"1450","IFITM3"
"1451","MANF"
"1452","C1orf122"
"1453","CARD11"
"1454","VIM-AS1"
"1455","NEIL3"
"1456","FAM189B"
"1457","CALU"
"1458","LOC100129046"
"1459","RPN2"
"1460","TCP10L"
"1461","TTC32"
"1462","ID1"
"1463","STAG2"
"1464","TMEM44"
"1465","ADAM11"
"1466","TGS1"
"1467","ZSCAN25"
"1468","MTMR1"
"1469","GRSF1"
"1470","NLGN4X"
"1471","SPESP1"
"1472","NIFK-AS1"
"1473","LIPA"
"1474","SMARCA4"
"1475","VDAC2"
"1476","ZNF7"
"1477","SNORD54"
"1478","MARS"
"1479","SLBP"
"1480","ITGBL1"
"1481","SAMHD1"
"1482","MEGF8"
"1483","RHNO1"
"1484","SWAP70"
"1485","TAB1"
"1486","OR13A1"
"1487","PRMT3"
"1488","GSPT1"
"1489","PRPF19"
"1490","LY6G5B"
"1491","DDI2"
"1492","SNORD6"
"1493","BEST4"
"1494","FGF17"
"1495","LAMA2"
"1496","TMEM221"
"1497","PIP5K1C"
"1498","PLD1"
"1499","CRLF1"
"1500","PMS2"
"1501","SNAPC2"
"1502","VEGFC"
"1503","KLK12"
"1504","PRR29"
"1505","DPH3"
"1506","PTPRB"
"1507","NBPF18P"
"1508","CTTNBP2"
"1509","APOM"
"1510","ATP2C1"
"1511","MRPL38"
"1512","MCF2L"
"1513","LXN"
"1514","TMEM17"
"1515","EXOC7"
"1516","UGCG"
"1517","RPRD2"
"1518","RAET1L"
"1519","CDK1"
"1520","C19orf53"
"1521","RASAL2-AS1"
"1522","ELMO3"
"1523","UBXN4"
"1524","LCA5"
"1525","LOC728024"
"1526","TMEM40"
"1527","LOC100506178"
"1528","AADACL2-AS1"
"1529","ZSCAN22"
"1530","SFXN4"
"1531","SCEL"
"1532","RBM28"
"1533","MIS12"
"1534","POMC"
"1535","CELF6"
"1536","LHX4-AS1"
"1537","TTYH1"
"1538","RXRA"
"1539","HOXC9"
"1540","TBC1D15"
"1541","IL36G"
"1542","EXOG"
"1543","RNF212"
"1544","CDH3"
"1545","LINC00342"
"1546","HIST1H3I"
"1547","IL23A"
"1548","ATP6V1C1"
"1549","MYO7A"
"1550","TMEM229B"
"1551","ACADVL"
"1552","SLC36A4"
"1553","CANT1"
"1554","ABHD17C"
"1555","LOC642846"
"1556","DND1"
"1557","MIEF1"
"1558","CDKAL1"
"1559","STAR"
"1560","ARNT"
"1561","MICU3"
"1562","PSMA2"
"1563","PIK3R1"
"1564","SLC7A4"
"1565","AK6"
"1566","PNPLA6"
"1567","PLEKHA2"
"1568","LOC101928445"
"1569","DCAF11"
"1570","BMP4"
"1571","NUP54"
"1572","PNPLA1"
"1573","DAG1"
"1574","SORBS1"
"1575","EVA1B"
"1576","RBM38"
"1577","DTYMK"
"1578","BMP2"
"1579","WDR59"
"1580","MAML1"
"1581","ULBP2"
"1582","DDX11"
"1583","PCDHB10"
"1584","TADA1"
"1585","SCUBE2"
"1586","ZNF627"
"1587","POU6F1"
"1588","CIZ1"
"1589","TECR"
"1590","COG6"
"1591","HIST1H1T"
"1592","NUFIP2"
"1593","R3HCC1"
"1594","ZNF709"
"1595","ZFYVE19"
"1596","IRAK3"
"1597","MIR141"
"1598","POLR3F"
"1599","RPL13A"
"1600","ACTR5"
"1601","PAQR6"
"1602","ERGIC2"
"1603","ZNF883"
"1604","PCDHGB7"
"1605","PFKL"
"1606","EMP2"
"1607","GYG2"
"1608","MED15"
"1609","ADAT2"
"1610","LINC01301"
"1611","IL18R1"
"1612","C11orf49"
"1613","TMEM135"
"1614","ARG2"
"1615","LINC01271"
"1616","RDM1"
"1617","KDM7A"
"1618","KCNMB3"
"1619","ACTR6"
"1620","UBL5"
"1621","TPPP3"
"1622","LOC100507002"
"1623","LINC00506"
"1624","ZNF564"
"1625","NME2"
"1626","FKRP"
"1627","TSEN34"
"1628","HACE1"
"1629","ZNF140"
"1630","CENPU"
"1631","FCN3"
"1632","SHISA5"
"1633","AXDND1"
"1634","TJP2"
"1635","DPY19L2"
"1636","ARMC2"
"1637","SNORD10"
"1638","HIST1H2BF"
"1639","TMEM242"
"1640","SMARCA1"
"1641","USH1G"
"1642","FBXO46"
"1643","TIMM23"
"1644","TYMP"
"1645","BRCA1"
"1646","RRP1"
"1647","HNMT"
"1648","GPX2"
"1649","CARD9"
"1650","ATE1"
"1651","ALOX12B"
"1652","CHRNE"
"1653","FRMD6-AS1"
"1654","MRPL12"
"1655","CAGE1"
"1656","PARVB"
"1657","ICAM4"
"1658","SNORD116-22"
"1659","KRT39"
"1660","PSMF1"
"1661","IQCK"
"1662","HIST1H3G"
"1663","HCFC2"
"1664","HECTD3"
"1665","CCDC80"
"1666","VAMP5"
"1667","CD200"
"1668","STUB1"
"1669","RDH12"
"1670","TTC16"
"1671","MRPL40"
"1672","ENOSF1"
"1673","GJC1"
"1674","PPP2R1B"
"1675","FKBP1A"
"1676","ARL2"
"1677","CYP2A6"
"1678","AAK1"
"1679","ALDH3A2"
"1680","C1orf54"
"1681","SLC8B1"
"1682","LOC400684"
"1683","LOC100129931"
"1684","BZW2"
"1685","SDHA"
"1686","RHCG"
"1687","MAN2B1"
"1688","ISG15"
"1689","ATP6V1B1"
"1690","CNN3"
"1691","RBFADN"
"1692","IL1RL2"
"1693","ARMC6"
"1694","SLC29A2"
"1695","INTS10"
"1696","SLFN12"
"1697","VEZT"
"1698","SPPL2A"
"1699","LOC100996447"
"1700","SPTBN2"
"1701","STX3"
"1702","NAIF1"
"1703","ZGPAT"
"1704","HMCES"
"1705","AHI1"
"1706","LACC1"
"1707","FBLIM1"
"1708","NOXO1"
"1709","ANKLE1"
"1710","XYLB"
"1711","C15orf62"
"1712","SPATA6L"
"1713","SRL"
"1714","TSPAN31"
"1715","HEG1"
"1716","TPRA1"
"1717","LMNB1"
"1718","LOC440434"
"1719","GBGT1"
"1720","RCN2"
"1721","DPCD"
"1722","CPSF1"
"1723","OR7E47P"
"1724","MLPH"
"1725","RBM26-AS1"
"1726","PPP2R5E"
"1727","PCDHGB6"
"1728","PRR3"
"1729","BAALC"
"1730","PLEKHM3"
"1731","BOK"
"1732","NDUFA4"
"1733","PROCA1"
"1734","PCSK6"
"1735","CCND1"
"1736","ANKRD65"
"1737","LINC01001"
"1738","MRPL52"
"1739","CDIP1"
"1740","GRHPR"
"1741","AKAP7"
"1742","LYPLA2P2"
"1743","CLSTN3"
"1744","TSPAN10"
"1745","PTGES3"
"1746","LINC00332"
"1747","RAI14"
"1748","FOXO6"
"1749","CDC16"
"1750","DENND1B"
"1751","ABCC10"
"1752","LINC01136"
"1753","LINC01225"
"1754","POLD3"
"1755","LRRC37A6P"
"1756","C11orf54"
"1757","IBA57"
"1758","YWHAZ"
"1759","GMPR"
"1760","DLGAP1-AS2"
"1761","FMOD"
"1762","KCNK15"
"1763","MET"
"1764","AKT3"
"1765","IDH1-AS1"
"1766","PPA1"
"1767","LOC283299"
"1768","NBPF25P"
"1769","MBP"
"1770","ADAM9"
"1771","C17orf107"
"1772","QTRT1"
"1773","HTATSF1"
"1774","CNNM4"
"1775","NFKBIL1"
"1776","SLC16A2"
"1777","GTPBP8"
"1778","PQLC1"
"1779","ADAMTS7"
"1780","SNORD110"
"1781","SMPDL3B"
"1782","CWC25"
"1783","PSMA7"
"1784","FAN1"
"1785","TASP1"
"1786","PAX9"
"1787","N4BP3"
"1788","ODF3L1"
"1789","TBL1XR1"
"1790","C1orf159"
"1791","SMAD1"
"1792","SURF1"
"1793","ERP27"
"1794","PART1"
"1795","DPM3"
"1796","MIR4523"
"1797","CDKL4"
"1798","C12orf76"
"1799","KIAA1614"
"1800","TMEM159"
"1801","ADM"
"1802","MMP19"
"1803","MIR548D1"
"1804","GALNT1"
"1805","FBXL19"
"1806","KCNE3"
"1807","LOC344967"
"1808","CHRM4"
"1809","MED21"
"1810","TNFAIP8"
"1811","MXI1"
"1812","ABHD6"
"1813","SLC6A11"
"1814","HIST1H1A"
"1815","SERTAD2"
"1816","FAM111B"
"1817","RPUSD3"
"1818","SLC43A3"
"1819","SNTB2"
"1820","CASP9"
"1821","KIAA0319"
"1822","ROBO2"
"1823","G2E3"
"1824","CATSPERB"
"1825","RPL21P44"
"1826","PXYLP1"
"1827","SOGA1"
"1828","LOC100130992"
"1829","SNORA38"
"1830","NUDT11"
"1831","COMT"
"1832","CRTAP"
"1833","KC6"
"1834","XRRA1"
"1835","ENTPD1"
"1836","SPATA13"
"1837","DDX31"
"1838","EFCAB7"
"1839","MON1A"
"1840","CHSY3"
"1841","ASF1A"
"1842","LRRIQ3"
"1843","IL6"
"1844","LOC399815"
"1845","ARSA"
"1846","HNRNPA2B1"
"1847","SLC25A5-AS1"
"1848","ANKIB1"
"1849","LDB3"
"1850","LOC100131289"
"1851","RCN1"
"1852","MRPL34"
"1853","STK33"
"1854","RHOH"
"1855","UBE3A"
"1856","NCAPG2"
"1857","ELMOD3"
"1858","RPP25"
"1859","MED1"
"1860","RBP1"
"1861","ARMCX5"
"1862","VPS45"
"1863","VPS37D"
"1864","EVC2"
"1865","PKP1"
"1866","PAXIP1"
"1867","ETS2"
"1868","SLC25A30"
"1869","CSTB"
"1870","TMPRSS13"
"1871","PAIP1"
"1872","FRYL"
"1873","FKBP3"
"1874","GATAD1"
"1875","UBE2O"
"1876","PNPLA4"
"1877","SPIN1"
"1878","PCDHB19P"
"1879","WNK1"
"1880","PNMA2"
"1881","NIN"
"1882","CDKN2AIPNL"
"1883","FN3K"
"1884","BTN3A2"
"1885","LAG3"
"1886","TMSB10"
"1887","DIS3"
"1888","GBP5"
"1889","BOC"
"1890","FLRT2"
"1891","ZNF549"
"1892","CMTM1"
"1893","GLIS2"
"1894","CDC42BPG"
"1895","CSK"
"1896","TMED3"
"1897","RABIF"
"1898","ADRA2B"
"1899","NUP133"
"1900","ZNF292"
"1901","SOCS2-AS1"
"1902","FBXL3"
"1903","HBEGF"
"1904","TMEM42"
"1905","GABPB1-AS1"
"1906","DCLRE1C"
"1907","NCOA7"
"1908","TRIM47"
"1909","DDIT3"
"1910","ELOVL6"
"1911","EIF1"
"1912","PTS"
"1913","CDHR2"
"1914","LRRC31"
"1915","METTL16"
"1916","MGME1"
"1917","SDSL"
"1918","MPP5"
"1919","CD19"
"1920","ZNF608"
"1921","TIMP4"
"1922","TTYH3"
"1923","TCP11L1"
"1924","ARID5B"
"1925","SAP130"
"1926","NRBP2"
"1927","ITPR2"
"1928","CTH"
"1929","COPZ1"
"1930","SUGT1"
"1931","C4BPA"
"1932","SLC9C2"
"1933","GGCX"
"1934","MIEN1"
"1935","CTSD"
"1936","PLAA"
"1937","HIF1AN"
"1938","KIF26B"
"1939","TAGAP"
"1940","AHCY"
"1941","SCP2"
"1942","SNCA"
"1943","CD320"
"1944","ADAM22"
"1945","DLGAP1"
"1946","ISCU"
"1947","PDPR"
"1948","SH3KBP1"
"1949","DOLK"
"1950","GRHL2"
"1951","SRPX2"
"1952","LOC100132078"
"1953","OIT3"
"1954","GLIDR"
"1955","SNX22"
"1956","GPN2"
"1957","STARD7-AS1"
"1958","NRROS"
"1959","GAPVD1"
"1960","COL4A4"
"1961","NUDT2"
"1962","MEF2D"
"1963","SEC61A1"
"1964","LOC100289333"
"1965","THBS2"
"1966","USP53"
"1967","ZFPL1"
"1968","DUSP7"
"1969","LATS1"
"1970","SYNE1"
"1971","TMEM33"
"1972","RHBDD2"
"1973","TMEM53"
"1974","MAN1A1"
"1975","SH2D5"
"1976","FAM117B"
"1977","P4HA1"
"1978","ZNF330"
"1979","ICAM1"
"1980","CATSPER3"
"1981","SLC16A14"
"1982","TNKS2-AS1"
"1983","CORO2B"
"1984","TMEM14B"
"1985","NOL12"
"1986","DNAJC4"
"1987","MUL1"
"1988","CFL1P1"
"1989","LOC101927415"
"1990","NCL"
"1991","PSRC1"
"1992","CDRT1"
"1993","FGD3"
"1994","MUTYH"
"1995","GNA11"
"1996","LRRC23"
"1997","SCG3"
"1998","PSMB1"
"1999","MMP11"
"2000","KANTR"
"2001","ADIPOR2"
"2002","AQP1"
"2003","RAB27A"
"2004","OVGP1"
"2005","ACTR3C"
"2006","RAC2"
"2007","NTRK2"
"2008","NKAPP1"
"2009","TCF12"
"2010","ICMT"
"2011","SNORA62"
"2012","ZDHHC5"
"2013","CEP128"
"2014","HTATSF1P2"
"2015","TIMM10"
"2016","PCDHB13"
"2017","TM9SF4"
"2018","MDFIC"
"2019","LYSMD2"
"2020","PAAF1"
"2021","MAPRE2"
"2022","APOO"
"2023","RRAGD"
"2024","RPUSD1"
"2025","PRRT3-AS1"
"2026","EPS8"
"2027","RHBDL3"
"2028","SERTAD3"
"2029","S1PR5"
"2030","ZNF764"
"2031","TNIP1"
"2032","DNASE1L3"
"2033","USP47"
"2034","CLCF1"
"2035","HIST1H3E"
"2036","TRAF3IP2"
"2037","BNIPL"
"2038","SCAMP2"
"2039","PPM1G"
"2040","MYO16-AS1"
"2041","PER2"
"2042","KCNJ2-AS1"
"2043","RAB3IP"
"2044","SASS6"
"2045","RFX8"
"2046","CLASP1"
"2047","SRRM2-AS1"
"2048","SMG1P2"
"2049","TMCO1"
"2050","SLC16A6"
"2051","TMPPE"
"2052","CD82"
"2053","HEATR5B"
"2054","ANKRD9"
"2055","COA3"
"2056","NGRN"
"2057","PPP1R3F"
"2058","C5AR2"
"2059","FAM173A"
"2060","CERS6-AS1"
"2061","PWWP2A"
"2062","NPM2"
"2063","MLF2"
"2064","MYO1A"
"2065","TMEM38B"
"2066","BRD8"
"2067","NOXRED1"
"2068","SURF6"
"2069","UNC5A"
"2070","HLA-DMB"
"2071","DDA1"
"2072","MOK"
"2073","RSPH1"
"2074","NPR1"
"2075","MYO18A"
"2076","ARL4C"
"2077","NR4A1"
"2078","SLC22A5"
"2079","TAGLN2"
"2080","GCM1"
"2081","IGFBP2"
"2082","RPL18A"
"2083","FHAD1"
"2084","TRAK1"
"2085","LRRC25"
"2086","ZNF148"
"2087","WRN"
"2088","METTL6"
"2089","CBY1"
"2090","SRRM5"
"2091","LRRC59"
"2092","COL1A1"
"2093","NT5C2"
"2094","RPS27L"
"2095","NCKAP1"
"2096","STXBP5"
"2097","SERPINB2"
"2098","RPL14"
"2099","CSNK2A2"
"2100","RIBC2"
"2101","CCDC120"
"2102","LOC729218"
"2103","ZFC3H1"
"2104","PIKFYVE"
"2105","ACBD7"
"2106","SIRT6"
"2107","FAM50A"
"2108","BAALC-AS1"
"2109","EFCC1"
"2110","C11orf44"
"2111","CNOT1"
"2112","ZFP36"
"2113","RGS16"
"2114","MIF4GD"
"2115","NABP1"
"2116","BREA2"
"2117","ATP6V0B"
"2118","TPGS1"
"2119","PURB"
"2120","S100P"
"2121","UBAP1L"
"2122","PPARGC1B"
"2123","DNAJC27"
"2124","RIF1"
"2125","TMEM198"
"2126","TPCN2"
"2127","OST4"
"2128","PGAM1"
"2129","LOC100288637"
"2130","MRPL2"
"2131","TSGA10"
"2132","C11orf96"
"2133","XG"
"2134","OPRL1"
"2135","SHROOM2"
"2136","SLC31A2"
"2137","JMJD7"
"2138","TBK1"
"2139","NUP210L"
"2140","TMEM237"
"2141","CENPE"
"2142","TMEM109"
"2143","RFT1"
"2144","ERCC5"
"2145","SLC29A3"
"2146","ERCC6L2"
"2147","RRP7A"
"2148","FAM168A"
"2149","COMMD1"
"2150","CA5BP1"
"2151","PALMD"
"2152","CELF2"
"2153","SOWAHA"
"2154","RCOR2"
"2155","RNF114"
"2156","ZNF599"
"2157","RBBP5"
"2158","ZNF141"
"2159","GRHL3"
"2160","C1orf167"
"2161","ATOX1"
"2162","ZNF24"
"2163","GPX7"
"2164","CSPG4"
"2165","TMEM203"
"2166","SRGAP2D"
"2167","AMFR"
"2168","FLJ45513"
"2169","DHX9"
"2170","DAZAP2"
"2171","LRRC37BP1"
"2172","SUGP1"
"2173","MGC32805"
"2174","FYCO1"
"2175","DTWD1"
"2176","FAIM2"
"2177","HOXB13"
"2178","MAP2K6"
"2179","USP20"
"2180","SUGP2"
"2181","DUSP9"
"2182","CSNK2A1"
"2183","FAM193B"
"2184","NDN"
"2185","ULK3"
"2186","KLF12"
"2187","TUBGCP3"
"2188","NLRP2"
"2189","CADM4"
"2190","TLCD2"
"2191","PUS10"
"2192","MIR3661"
"2193","SLC19A1"
"2194","NBPF1"
"2195","CRABP2"
"2196","SYNRG"
"2197","AGAP2"
"2198","AIF1L"
"2199","SLC2A11"
"2200","RAB30"
"2201","USP21"
"2202","PIK3R4"
"2203","NDST2"
"2204","ARFGAP3"
"2205","TMX4"
"2206","RNF145"
"2207","LINC01002"
"2208","NKX2-8"
"2209","GABBR1"
"2210","ZNF318"
"2211","PSAT1"
"2212","GTF3C3"
"2213","NLGN3"
"2214","TNNT2"
"2215","VAC14-AS1"
"2216","CERCAM"
"2217","NR1H3"
"2218","PDX1"
"2219","TGFA"
"2220","FBRS"
"2221","ZNF76"
"2222","RRN3"
"2223","TFPI2"
"2224","PLEKHA7"
"2225","FAM3A"
"2226","GOLGA8R"
"2227","LOC200772"
"2228","PRTFDC1"
"2229","TGM4"
"2230","C12orf65"
"2231","C1orf35"
"2232","RAB3GAP1"
"2233","CCDC68"
"2234","TIMMDC1"
"2235","AKTIP"
"2236","ARHGEF2"
"2237","CD6"
"2238","KRT75"
"2239","CACTIN-AS1"
"2240","FDXACB1"
"2241","PEX12"
"2242","UNC119B"
"2243","RANGRF"
"2244","SERAC1"
"2245","TOX2"
"2246","CDK17"
"2247","CTSE"
"2248","ARL14EP"
"2249","SGMS2"
"2250","THYN1"
"2251","CYB5R4"
"2252","ZBTB42"
"2253","ARNT2"
"2254","ZNF687"
"2255","CMIP"
"2256","CDC23"
"2257","SNF8"
"2258","FBXW5"
"2259","CLPTM1L"
"2260","TCTE3"
"2261","ELOVL1"
"2262","SLC23A1"
"2263","EGR2"
"2264","ADAMTS14"
"2265","COL6A2"
"2266","ACBD6"
"2267","PRIM1"
"2268","SNX18"
"2269","TIMELESS"
"2270","MAU2"
"2271","LAMB4"
"2272","TOX3"
"2273","NPTXR"
"2274","BBS5"
"2275","PCSK4"
"2276","GDAP1"
"2277","HEXA"
"2278","TXNRD3"
"2279","CYP2C18"
"2280","GPX3"
"2281","SERPINI2"
"2282","LSP1"
"2283","UTP14C"
"2284","OSBPL6"
"2285","THOC2"
"2286","CRYL1"
"2287","LOC101927814"
"2288","AHDC1"
"2289","TMEM95"
"2290","AKIRIN2"
"2291","FOXI2"
"2292","PTAR1"
"2293","COQ5"
"2294","AQP5"
"2295","PPM1E"
"2296","HSD17B1"
"2297","C18orf54"
"2298","TIGD1"
"2299","ADCY6"
"2300","SUFU"
"2301","ASCL2"
"2302","RNF2"
"2303","NUDT14"
"2304","JUP"
"2305","CDKN2C"
"2306","HERPUD2"
"2307","BMX"
"2308","KBTBD12"
"2309","ZSWIM6"
"2310","BEST1"
"2311","CCNG2"
"2312","C11orf1"
"2313","SCPEP1"
"2314","EML1"
"2315","SEC22A"
"2316","CMC1"
"2317","CXCL16"
"2318","ALDH3A1"
"2319","SEMA4B"
"2320","PNRC1"
"2321","ZNF814"
"2322","LOC389906"
"2323","GYG2P1"
"2324","LOC339874"
"2325","ARPC5L"
"2326","YTHDF3"
"2327","HNRNPD"
"2328","KRT13"
"2329","KCTD21"
"2330","LFNG"
"2331","LOC101928266"
"2332","DYNC2H1"
"2333","NCOR2"
"2334","ZNF691"
"2335","PLS3-AS1"
"2336","CCDC88A"
"2337","ZYG11A"
"2338","MIR200B"
"2339","TES"
"2340","LRP11"
"2341","ZFP64"
"2342","MMGT1"
"2343","IPPK"
"2344","ROBO3"
"2345","THNSL2"
"2346","SNORD25"
"2347","SAMD13"
"2348","PRPH2"
"2349","DDRGK1"
"2350","DGCR5"
"2351","ZBTB39"
"2352","NDUFS6"
"2353","ACSL4"
"2354","MSH5-SAPCD1"
"2355","MAN1B1"
"2356","SCAND1"
"2357","TVP23A"
"2358","DHDH"
"2359","DDT"
"2360","RAD51D"
"2361","KIF1A"
"2362","ALOX15B"
"2363","GGA3"
"2364","IL34"
"2365","RILPL2"
"2366","AMN"
"2367","ZNF503-AS2"
"2368","KCTD5"
"2369","TMEM121"
"2370","ZNF470"
"2371","ATMIN"
"2372","TECPR1"
"2373","EFNA4"
"2374","PRR26"
"2375","VAMP3"
"2376","DNAJC11"
"2377","SMAGP"
"2378","B3GALT4"
"2379","USP30-AS1"
"2380","AASS"
"2381","KSR2"
"2382","HIST3H2BB"
"2383","TOMM20"
"2384","FAM160B1"
"2385","ARTN"
"2386","ARSD"
"2387","GUSBP2"
"2388","HLA-B"
"2389","GGH"
"2390","MRPL57"
"2391","AFAP1-AS1"
"2392","TMEM238"
"2393","FRAT1"
"2394","PLA2G4C"
"2395","FAM178B"
"2396","MSX1"
"2397","ATP13A2"
"2398","KIF21A"
"2399","TM7SF3"
"2400","PRKCH"
"2401","MAP3K11"
"2402","PKD1L3"
"2403","ZNF319"
"2404","TUBE1"
"2405","PLEKHA8"
"2406","TMEM50A"
"2407","ZBTB33"
"2408","LOC644554"
"2409","PUS3"
"2410","GPATCH1"
"2411","SLC16A1"
"2412","MKRN2OS"
"2413","MTRF1"
"2414","PGAM4"
"2415","FUCA2"
"2416","ZNF14"
"2417","ATP11A"
"2418","OFD1"
"2419","PSMG2"
"2420","LOC101929767"
"2421","PAQR3"
"2422","SLC5A1"
"2423","SH3BP4"
"2424","CXCL17"
"2425","ATG4D"
"2426","KMT2E-AS1"
"2427","ITGA3"
"2428","ZDHHC9"
"2429","ENO3"
"2430","SLC25A37"
"2431","SETDB2"
"2432","RFESD"
"2433","BEX4"
"2434","ANXA2"
"2435","PDP1"
"2436","PLCL1"
"2437","ASB3"
"2438","SLC5A9"
"2439","C2orf49"
"2440","EGF"
"2441","LIN7B"
"2442","MRPS36"
"2443","CWC15"
"2444","FAM126B"
"2445","CHAC1"
"2446","TIAF1"
"2447","SGTA"
"2448","CFTR"
"2449","OGFRP1"
"2450","IRX1"
"2451","AGBL4"
"2452","ZBTB22"
"2453","ITGA6"
"2454","STEAP1"
"2455","RDH10"
"2456","CCL28"
"2457","LINC00921"
"2458","CXCL14"
"2459","ZNF711"
"2460","SNX1"
"2461","LAMTOR5-AS1"
"2462","MFSD5"
"2463","COA6"
"2464","CR1L"
"2465","SLC15A3"
"2466","BTBD10"
"2467","MT1X"
"2468","LOC100506100"
"2469","FBXL8"
"2470","SSPN"
"2471","OSGIN2"
"2472","PPP2R5C"
"2473","VMAC"
"2474","RRM1"
"2475","TICRR"
"2476","MICAL3"
"2477","LRIG2"
"2478","CRYBB3"
"2479","PNCK"
"2480","CHMP1B2P"
"2481","TNFRSF19"
"2482","PCYT2"
"2483","TMEM144"
"2484","IDH1"
"2485","ID2"
"2486","CCDC50"
"2487","RPS29"
"2488","SPNS2"
"2489","PCYOX1L"
"2490","RAMP2"
"2491","CDC42EP5"
"2492","C6orf136"
"2493","BRD4"
"2494","SLC4A9"
"2495","ZNF670"
"2496","GLIPR2"
"2497","ARVCF"
"2498","CNTROB"
"2499","ZNF316"
"2500","TAF12"
"2501","CST6"
"2502","FDFT1"
"2503","DNAJC5"
"2504","IQSEC2"
"2505","NEURL2"
"2506","ACTN1"
"2507","GGACT"
"2508","CCS"
"2509","GORASP2"
"2510","B3GNT7"
"2511","THNSL1"
"2512","KCNH1"
"2513","C11orf88"
"2514","RAB32"
"2515","MAGOH"
"2516","ZSWIM4"
"2517","NACA2"
"2518","SHB"
"2519","POP1"
"2520","ADAR"
"2521","DPH2"
"2522","LLGL1"
"2523","DMGDH"
"2524","SLC13A3"
"2525","DCTN5"
"2526","LOC654841"
"2527","ZDHHC3"
"2528","TCF7L1"
"2529","RAB11A"
"2530","C15orf40"
"2531","ISY1"
"2532","SLC10A7"
"2533","METTL1"
"2534","SESTD1"
"2535","PSMC5"
"2536","PIGP"
"2537","ARID1B"
"2538","FOXN3-AS1"
"2539","HES5"
"2540","TXNDC17"
"2541","TMEM209"
"2542","BIN2"
"2543","MIR429"
"2544","NPTN-IT1"
"2545","TRNAU1AP"
"2546","CUX1"
"2547","CAPG"
"2548","BRCA2"
"2549","EDC4"
"2550","ZNF595"
"2551","UQCRC1"
"2552","GLCCI1"
"2553","SPRYD4"
"2554","EMC4"
"2555","NIPSNAP3B"
"2556","MAP2K2"
"2557","ALG3"
"2558","RPRD1A"
"2559","COLCA1"
"2560","TM2D2"
"2561","SNHG9"
"2562","ZNF487"
"2563","ANAPC10"
"2564","SPNS3"
"2565","MTA2"
"2566","ABCG1"
"2567","PGD"
"2568","TGFBI"
"2569","DTWD2"
"2570","HEXIM2"
"2571","MEGF9"
"2572","C7orf50"
"2573","RPLP1"
"2574","HAUS1"
"2575","CLEC2B"
"2576","PRPF18"
"2577","ZNF876P"
"2578","LINC00174"
"2579","MT1E"
"2580","PABPC3"
"2581","RBM22"
"2582","FAM162A"
"2583","RABGGTA"
"2584","CETN3"
"2585","CNTNAP1"
"2586","ATG4B"
"2587","ZNF689"
"2588","MIR641"
"2589","PRRC2C"
"2590","COMMD7"
"2591","CCDC170"
"2592","ARMCX3"
"2593","NSUN5P2"
"2594","POLE2"
"2595","GNAS"
"2596","LOC101929234"
"2597","SLCO3A1"
"2598","MID1"
"2599","PGK1"
"2600","PLK2"
"2601","BTBD2"
"2602","RBL1"
"2603","DUSP8"
"2604","GGT6"
"2605","TMC5"
"2606","PDE6A"
"2607","MTCH1"
"2608","DYNC2LI1"
"2609","MDP1"
"2610","PRKAB2"
"2611","LRRC8D"
