,x
1636,ANGPT1
1637,ATAD5
1638,NLRP14
1639,ELFN1-AS1
1640,IRAK2
1641,NPTX1
1642,VN1R1
1643,CCNB3
1644,MNS1
1645,RAD50
1646,ZNF708
1647,ZNF763
1648,SNRNP48
1649,ATP8A1
1650,ZNF808
1651,KSR1
1652,SYCP2
1653,MAT1A
1654,BOD1L1
1655,PDE3B
1656,SNORA6
1657,TRPV6
1658,DRAM1
1659,S1PR3
1660,STARD4-AS1
1661,ADHFE1
1662,DNAH6
1663,ZNF280D
1664,LIN9
1665,GHR
1666,CEP162
1667,ZNF878
1668,ADAM12
1669,HJURP
1670,ORC1
1671,TAS2R19
1672,LOC100335030
1673,PPP4R1L
1674,SLC16A12
1675,IQGAP2
1676,DIS3L2
1677,SWT1
1678,IMPG2
1679,EID3
1680,CEP70
1681,CCDC148
1682,CEP164
1683,ZNF334
1684,SDHAP3
1685,CEP85L
1686,ZNF682
1687,LOC100507006
1688,TTF2
1689,MIR1281
1690,LRRK2
1691,CGREF1
1692,GLMN
1693,TRA2A
1694,CLK1
1695,GMNC
1696,RND1
1697,PMS2P9
1698,SLC25A27
1699,NR1I2
1700,GABPB2
1701,ERCC6L
1702,TTC23L
1703,PLEKHS1
1704,ATAD2
1705,R3HCC1L
1706,MAP3K7CL
1707,PCDHGB8P
1708,IFT74
1709,SNX29P2
1710,ZNF519
1711,SPATA5
1712,CCAR1
1713,RASA2
1714,EDN1
1715,IZUMO1
1716,RBM25
1717,NBEAL1
1718,CEACAM5
1719,CEP135
1720,HERC2P7
1721,DMBT1
1722,FMN2
1723,ZNF774
1724,GSAP
1725,ZRANB3
1726,SMA4
1727,ZFP2
1728,STK32A
1729,MSI1
1730,RFC3
1731,PAPPA
1732,DZIP1L
1733,LINC00869
1734,CPT1C
1735,ZNF192P1
1736,IL11RA
1737,POU5F2
1738,SUZ12P1
1739,RECK
1740,ZNF790-AS1
1741,ETV5
1742,ITFG2
1743,ELF5
1744,CENPF
1745,PBX4
1746,C22orf46
1747,SPAG5
1748,SLC16A1-AS1
1749,ARL14
1750,MPP1
1751,ZNF528
1752,CCDC152
1753,CAPRIN2
1754,WDR76
1755,NSUN6
1756,MDN1
1757,ANKFN1
1758,KANSL1L
1759,GAS1
1760,PLCH2
1761,INTU
1762,SYTL4
1763,CLDN11
1764,POLG2
1765,DDX55
1766,TET1
1767,HSPA6
1768,ZMYM5
1769,SKAP1
1770,NPR2
1771,MUC19
1772,LOC727896
1773,SOX6
1774,AADACP1
1775,UGT1A1
1776,BEND5
1777,LOC728613
1778,ZNF793
1779,CARF
1780,C12orf56
1781,RRN3P2
1782,TNRC18P1
1783,LOC101927881
1784,ZNF431
1785,SOX30
1786,NAALADL2
1787,N4BP2L2
1788,RIMBP2
1789,ZNF221
1790,TTN-AS1
1791,CHEK1
1792,ZNF626
1793,TRANK1
1794,TNNT3
1795,OLFM4
1796,DPY19L1P1
1797,RCN3
1798,ZNF239
1799,CCDC144CP
1800,CCDC18
1801,FAM133CP
1802,RRN3P1
1803,BLM
1804,RPAP2
1805,ZNF721
1806,C9orf43
1807,HELLS
1808,SFMBT2
1809,SCARNA4
1810,RRAD
1811,TOX
1812,NUF2
1813,REV3L
1814,RGS1
1815,TARBP1
1816,UIMC1
1817,CYP4Z1
1818,CSPP1
1819,FMO6P
1820,COMP
1821,DNHD1
1822,TDRD9
1823,CLHC1
1824,MCM10
1825,SETSIP
1826,AKR1E2
1827,KIAA0586
1828,MTBP
1829,SLFN12L
1830,USH1C
1831,PPP1R21
1832,ZNF266
1833,LINC00894
1834,MIR221
1835,TTK
1836,FRMPD2
1837,IKBKB
1838,WNK4
1839,SAMD12-AS1
1840,SLC6A15
1841,GSTM3
1842,ENG
1843,PIBF1
1844,WDR60
1845,MMS22L
1846,CRYZL1
1847,EHBP1
1848,GTF3C2-AS1
1849,MIR181A1HG
1850,LINC00265
1851,ZNF154
1852,SMG1P1
1853,ADCY10P1
1854,NRDE2
1855,SNORA60
1856,FGFBP2
1857,ECHDC3
1858,KIAA1841
1859,ZNF547
1860,ZNF680
1861,SNORA71C
1862,LINC01206
1863,PBK
1864,LOC442497
1865,NOP58
1866,ZNF502
1867,ST7-OT4
1868,NEK5
1869,LOC283922
1870,ZNF17
1871,CARD8
1872,TPM3P9
1873,ZNF195
1874,ZNF462
1875,FZD7
1876,ABCA9
1877,MSANTD2
1878,LRRC37B
1879,CCDC181
1880,BRSK2
1881,NNAT
1882,SPRR2E
1883,LUC7L
1884,THBS1
1885,PDE5A
1886,SCAPER
1887,HAP1
1888,IL7R
1889,LINC00260
1890,ZNF354C
1891,LOC441666
1892,TNFSF15
1893,KRT78
1894,PARP6
1895,HOXB9
1896,PRKCE
1897,TAS2R5
1898,ADCY2
1899,TDRD3
1900,ZNF26
1901,ZNF573
1902,BTG4
1903,SYT14
1904,ZMAT1
1905,PPP2R2C
1906,RUNX1-IT1
1907,LINC00571
1908,PRIM2
1909,CCDC13
1910,ROS1
1911,PLEKHG4B
1912,FAM13A
1913,MT1M
1914,COL5A1
1915,PLEKHA5
1916,FAM76B
1917,ZNF527
1918,LRP5L
1919,CASC21
1920,CRYM-AS1
1921,UHRF2
1922,TRNT1
1923,PRC1-AS1
1924,RSRC2
1925,MPHOSPH8
1926,SENP7
1927,SLC4A7
1928,RGS22
1929,GAS2
1930,TMEM61
1931,AGAP4
1932,CTNND1
1933,ZSCAN26
1934,ABCA10
1935,HMMR
1936,ZBED6
1937,ZNF440
1938,ZNF781
1939,CCDC82
1940,FCHSD2
1941,HESX1
1942,CXCL5
1943,CREBRF
1944,NRG1
1945,PTPRM
1946,DYDC1
1947,SMC5
1948,WDHD1
1949,FSIP1
1950,CHML
1951,LOC101927630
1952,CCDC57
1953,SNORD83B
1954,DDX5
1955,COL23A1
1956,GSDMC
1957,RAD51AP1
1958,ANK2
1959,PHTF2
1960,NR2F2-AS1
1961,LOXL3
1962,SNED1
1963,MYBL1
1964,HSF4
1965,THSD7A
1966,STAC
1967,RASSF8-AS1
1968,PDCD6IPP2
1969,GNA14
1970,NEK3
1971,FAM221B
1972,DST
1973,TRIM52
1974,COL11A2
1975,TDRD6
1976,CBWD5
1977,LOC100506023
1978,UGT1A6
1979,ASB14
1980,ZNF182
1981,CCNE2
1982,TFF2
1983,HOXA2
1984,LOC100506123
1985,TRIM66
1986,MESP1
1987,RGL3
1988,SMARCAD1
1989,MCTS2P
1990,CSF2
1991,ARHGAP29
1992,ZNF417
1993,GUSBP1
1994,SIX3
1995,FANCL
1996,RAMP2-AS1
1997,XRCC2
1998,SETD2
1999,ATM
2000,ZNF337
2001,CCL20
2002,GNRH1
2003,AGO3
2004,ITSN2
2005,PTPN12
2006,POLR2J2
2007,CCDC173
2008,ZNF225
2009,CROCC
2010,SUMO4
2011,LOC100506071
2012,COX10-AS1
2013,CLEC4A
2014,PUS7
2015,WDR70
2016,FMO3
2017,RP1
2018,SYNGAP1
2019,ZNF558
2020,ADAM20
2021,FOXP2
2022,PIGL
2023,FER
2024,LINC01344
2025,CCDC14
2026,FBXO43
2027,SLC9A9
2028,KIAA1586
2029,MIR4767
2030,BIRC3
2031,ANKRD26
2032,PCDHGB4
2033,ARHGEF26
2034,FANCI
2035,TMLHE
2036,DLGAP5
2037,TUBGCP5
2038,KIAA0825
2039,ARAP2
2040,FAM221A
2041,ITGA4
2042,SPRR3
2043,ADAM20P1
2044,KIAA1107
2045,EFCAB12
2046,SNORA71A
2047,CACNA1D
2048,RPS6KA2-IT1
2049,MND1
2050,ATP2A3
2051,FANCD2
2052,IFT81
2053,TSPAN19
2054,ZZZ3
2055,HHIP
2056,TOP1MT
2057,RANBP17
2058,LSMEM1
2059,SCLT1
2060,ATXN7L1
2061,FILIP1
2062,ZNF254
2063,ZNF529
2064,LOC202181
2065,AFG3L1P
2066,RTTN
2067,ZNF799
2068,ZNF816
2069,LOC101927668
2070,CEP63
2071,ESRRG
2072,DIAPH2
2073,MAPK8IP3
2074,ZNF19
2075,TBCK
2076,CHADL
2077,STAC2
2078,STAG3L5P-PVRIG2P-PILRB
2079,ZNF69
2080,SLC10A5
2081,RIMS2
2082,SV2B
2083,U2SURP
2084,UGT1A5
2085,ALMS1-IT1
2086,UNC80
2087,IFNE
2088,SHOX2
2089,SULT1B1
2090,TEX14
2091,PAXBP1
2092,ZNF429
2093,NPIPA5
2094,WFDC6
2095,SNORA7B
2096,KCNG3
2097,ACOXL
2098,CEP57L1
2099,RAD54B
2100,MMEL1
2101,RTN4RL1
2102,ARHGAP24
2103,XPA
2104,CEL
2105,OCA2
2106,ADGB
2107,ZNF879
2108,SIK1
2109,ZNF391
2110,LOC101928519
2111,LINC00689
2112,DKK3
2113,THBS4
2114,SNORA52
2115,FGD6
2116,ZNF284
2117,PAN2
2118,ZNF251
2119,CDC6
2120,PARGP1
2121,ZNF605
2122,THAP9-AS1
2123,TNFAIP3
2124,DLG2
2125,KIF18A
2126,IL12RB2
2127,ZNF891
2128,CDHR3
